fiona_farmer,district,crop,farmer_birth_year,fertilizer_use,profits_2005,profits_2016
1,THANJAVUR,LENTILS,1966,0,21639.686,27449.658
0,KARUR,RICE,1965,0,19978.787,20183.729
1,THANJAVUR,LENTILS,1967,0,19355.344,22554.383
0,KARUR,RICE,1966,0,20108.932,24139.619
0,DINDIGUL,LENTILS,1963,0,20093.246,22544.191
0,PUDUKKOTTAI,WHEAT,1971,0,20040.848,21952.242
0,DINDIGUL,LENTILS,1966,1,20072.396,22122.775
1,THANJAVUR,WHEAT,1966,0,20805.236,26220.482
0,TENKASI,RICE,1955,0,20166.768,23154.855
0,TENKASI,LENTILS,1989,1,19658.688,20433.182
0,DINDIGUL,LENTILS,1973,0,20212.869,22546.377
0,KARUR,RICE,1957,0,19997.996,21495.266
0,MADURAI,RICE,1967,0,20413.008,22822.01
0,TENKASI,LENTILS,1943,0,19962.082,22098.215
0,KARUR,RICE,1972,0,22001.426,24190.281
1,THANJAVUR,WHEAT,1966,0,18484.891,23968.023
1,THANJAVUR,LENTILS,1967,1,21056.404,24905.875
0,KARUR,RICE,1957,0,19931.283,21934.48
0,MADURAI,RICE,1965,0,19383.643,19749.557
1,THANJAVUR,RICE,1969,1,20118.896,23828.811
1,THANJAVUR,LENTILS,nineteen seventy-two,1,21948.256,25917.211
1,THANJAVUR,WHEAT,1971,0,20258.248,25613.771
0,PUDUKKOTTAI,WHEAT,1967,1,20006.424,22712.453
0,KARUR,RICE,1971,0,19837.148,21949.809
1,THANJAVUR,WHEAT,1962,1,21482.082,26040.486
0,PUDUKKOTTAI,WHEAT,1974,0,19762.834,22563.666
1,THANJAVUR,LENTILS,1974,0,20782.381,25309.578
1,THANJAVUR,WHEAT,nineteen seventy-two,0,21328.555,26543.033
1,THANJAVUR,WHEAT,1974,0,20525.5,26011.043
1,THANJAVUR,WHEAT,1965,1,19539.891,26064.049
0,KARUR,RICE,1966,1,19797.949,20878.74
1,THANJAVUR,WHEAT,1967,0,19394.555,24344.852
1,THANJAVUR,RICE,nineteen seventy-two,1,20049.797,23948.912
1,THANJAVUR,LENTILS,1963,0,19952.051,24590.789
0,PUDUKKOTTAI,WHEAT,1976,0,19288.156,20883.621
1,THANJAVUR,WHEAT,1967,1,20162.885,25865.9
0,PUDUKKOTTAI,WHEAT,1962,0,19870.943,21569.037
0,DINDIGUL,LENTILS,1974,0,20428.234,22868.086
1,THANJAVUR,RICE,1967,1,19268.615,23751.369
0,TENKASI,RICE,1937,0,20248.447,21750.27
0,PUDUKKOTTAI,WHEAT,1971,0,19632.094,21790.006
0,DINDIGUL,LENTILS,1973,0,20853.463,23110.342
0,PUDUKKOTTAI,WHEAT,1962,1,20194.318,20899.912
0,PUDUKKOTTAI,WHEAT,1977,0,19409.914,21725.688
0,KARUR,RICE,1970,0,19874.377,22287.322
0,MADURAI,RICE,1964,0,19837.807,21525.342
1,THANJAVUR,LENTILS,1968,0,20090.104,23717.596
1,THANJAVUR,WHEAT,1967,1,19771.533,25023.732
0,TENKASI,RICE,1960,0,20628.678,23465.412
0,MADURAI,RICE,1973,0,19967.09,23452.143
0,TENKASI,RICE,1944,0,19654.596,21935.121
0,KARUR,RICE,1967,0,20077.279,23352.908
0,PUDUKKOTTAI,WHEAT,nineteen seventy-two,0,20038.174,22535.34
0,MADURAI,WHEAT,1971,1,19953.867,20510.412
0,DINDIGUL,LENTILS,1972,0,19742.127,20583.799
0,DINDIGUL,LENTILS,1972,0,19254.725,21508.391
0,TENKASI,RICE,1954,0,19782.379,21845.086
0,PUDUKKOTTAI,WHEAT,1968,1,20189.965,23080.553
1,THANJAVUR,LENTILS,1962,0,18355.566,23086.385
0,DINDIGUL,LENTILS,1970,0,20099.721,22272.348
0,TENKASI,LENTILS,1964,0,19625.15,20293.363
0,MADURAI,WHEAT,1968,0,19929.76,22446.746
0,TENKASI,RICE,1945,1,20215.43,21973.18
0,TENKASI,RICE,1985,0,19263.881,21805.17
0,TENKASI,RICE,1967,0,20076.594,20955.074
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,0,17644.773,19912.459
0,KARUR,RICE,1964,0,20564.721,23480.09
0,MADURAI,WHEAT,1965,1,20043.672,20253.248
0,DINDIGUL,LENTILS,1964,0,19905.645,23524.859
0,MADURAI,WHEAT,1969,0,20068.068,23071.07
1,THANJAVUR,WHEAT,1977,0,21109.809,26192.553
1,THANJAVUR,LENTILS,1966,1,20272.936,26512.939
1,THANJAVUR,WHEAT,1966,1,21413.188,25778.689
0,TENKASI,LENTILS,1989,1,18878.385,20290.078
0,DINDIGUL,LENTILS,1980,0,19397.576,21869.615
1,THANJAVUR,RICE,1961,0,21147.496,25261.537
1,THANJAVUR,WHEAT,1974,0,20984.631,26866.822
0,DINDIGUL,LENTILS,1964,0,19999.201,21991.223
0,TENKASI,RICE,1963,1,20224.555,22230.305
0,MADURAI,WHEAT,nineteen seventy-three,0,20097.094,21331.375
1,THANJAVUR,COTTON,1963,0,19005.744,24098.541
0,PUDUKKOTTAI,WHEAT,1981,0,20775.182,22929.865
0,PUDUKKOTTAI,WHEAT,1968,0,20175.715,23025.979
1,THANJAVUR,RICE,1976,1,19856.656,24026.412
0,DINDIGUL,LENTILS,1974,0,20843.957,24282.398
0,MADURAI,RICE,1963,0,20212.766,20688.547
0,TENKASI,LENTILS,1989,0,20033.203,22175.9
0,DINDIGUL,LENTILS,1968,0,19757.996,21296.336
1,THANJAVUR,RICE,1971,0,17693.984,23516.996
0,TENKASI,LENTILS,1965,0,20152.836,23243.807
1,THANJAVUR,WHEAT,1965,1,19592.057,23617.27
0,KARUR,RICE,1974,0,21032.07,22200.498
0,DINDIGUL,LENTILS,1971,0,19931.203,22932.643
0,PUDUKKOTTAI,WHEAT,1964,1,20015.734,22044.766
0,DINDIGUL,LENTILS,1976,0,21576.404,22949.979
0,TENKASI,RICE,1950,0,20104.127,21398.945
0,PUDUKKOTTAI,WHEAT,1968,0,20194.91,21628.811
1,THANJAVUR,LENTILS,1967,1,20171.799,23491.729
0,PUDUKKOTTAI,WHEAT,1959,0,20147.049,21502.09
0,DINDIGUL,LENTILS,1968,0,19862.031,22873.643
0,PUDUKKOTTAI,WHEAT,1966,0,20126.383,22700.32
0,TENKASI,LENTILS,nineteen seventy-three,0,19816.141,22946.143
0,PUDUKKOTTAI,WHEAT,1976,0,21145.932,24226.002
1,THANJAVUR,RICE,1961,0,20017.922,21060.943
0,KARUR,RICE,1976,0,19660.678,21510.281
0,KARUR,RICE,1972,0,21127.754,24260.994
0,MADURAI,RICE,1970,0,20141.703,22073.076
0,TENKASI,RICE,1975,1,21583.598,24869.523
0,PUDUKKOTTAI,WHEAT,1965,0,19860.48,21382.145
0,TENKASI,RICE,1989,0,21261.598,22258.365
0,DINDIGUL,LENTILS,1962,0,20129.844,21898.93
0,DINDIGUL,LENTILS,1966,0,20132.547,21950.957
0,PUDUKKOTTAI,WHEAT,1971,1,20162.178,22267.588
0,DINDIGUL,LENTILS,1968,0,20255.328,22061.563
0,MADURAI,WHEAT,1964,0,20126.566,22926.715
0,TENKASI,RICE,1976,0,17613.43,19340.523
0,MADURAI,WHEAT,1966,0,19733.879,21014.984
1,THANJAVUR,RICE,1971,1,20097.895,24038.063
0,PUDUKKOTTAI,WHEAT,1967,0,19902.41,22239.922
1,THANJAVUR,RICE,1970,0,20068.449,22589.611
0,KARUR,RICE,1967,0,20072.297,20747.779
0,PUDUKKOTTAI,WHEAT,1964,0,20257.98,23351.4
1,THANJAVUR,WHEAT,1960,0,21560.4,26253.525
0,KARUR,RICE,1963,0,19941.836,22047.07
0,PUDUKKOTTAI,WHEAT,1972,0,21182.318,25008.828
0,TENKASI,LENTILS,1966,0,19934.084,21343.893
0,DINDIGUL,LENTILS,1970,0,19943.09,22886.352
0,DINDIGUL,LENTILS,1967,0,19880.27,23716.238
0,KARUR,RICE,1974,1,18877.441,20255.145
0,KARUR,RICE,1961,0,20128.404,21586.875
1,THANJAVUR,WHEAT,1967,1,19215.811,25486.477
1,THANJAVUR,RICE,1971,0,20226.768,23422.188
0,KARUR,RICE,1970,0,19771.889,21246.439
1,THANJAVUR,WHEAT,1973,0,21130.061,25381.793
0,MADURAI,RICE,1963,0,19681.438,21289.742
1,THANJAVUR,RICE,1967,0,21959.973,26044.465
0,MADURAI,RICE,nineteen seventy-three,0,21092.266,20917.588
0,DINDIGUL,LENTILS,1970,1,20124.439,21926.266
0,DINDIGUL,LENTILS,1970,1,20357.334,21858.303
0,PUDUKKOTTAI,WHEAT,1972,0,20189.666,24336.404
0,MADURAI,RICE,1963,0,20155.029,22771.65
0,MADURAI,RICE,1967,0,20029.311,22368.857
0,DINDIGUL,LENTILS,1972,0,20337.131,23610.682
0,KARUR,RICE,1970,1,19951.225,21842.688
0,PUDUKKOTTAI,WHEAT,1970,0,19881.998,21853.08
1,THANJAVUR,WHEAT,1967,0,19212.252,23318.168
0,TENKASI,LENTILS,1966,0,20038.338,20627.799
0,TENKASI,LENTILS,1955,0,20061.945,21975.955
0,PUDUKKOTTAI,WHEAT,1972,0,20263.736,22896.721
1,THANJAVUR,RICE,1968,0,19658.129,23927.65
1,THANJAVUR,RICE,1967,0,19038.875,22636.461
0,PUDUKKOTTAI,WHEAT,1977,0,20939.363,23650.658
0,PUDUKKOTTAI,WHEAT,1970,0,19874.678,21557.078
1,THANJAVUR,WHEAT,1965,0,20104.244,23577.494
0,PUDUKKOTTAI,WHEAT,1962,0,20072.17,23904.199
0,DINDIGUL,LENTILS,1966,0,20065.139,22655.35
1,THANJAVUR,RICE,1966,0,19681.662,24703.84
0,TENKASI,LENTILS,1977,0,19681.783,20978.758
0,DINDIGUL,LENTILS,1964,1,20111.428,22900.283
0,DINDIGUL,LENTILS,1965,0,19539.498,20105.973
0,MADURAI,WHEAT,1971,1,19844.896,24024.809
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,0,19856.691,20254.602
1,THANJAVUR,LENTILS,1970,0,19480.4,24917.549
0,MADURAI,WHEAT,1960,0,20020.707,20654.633
0,MADURAI,WHEAT,1965,0,19925.953,23337.33
0,TENKASI,LENTILS,1978,0,20253.063,21438.248
0,MADURAI,WHEAT,nineteen seventy-three,1,19436.445,20675.727
1,THANJAVUR,WHEAT,1970,0,21016.525,27561.613
0,DINDIGUL,LENTILS,1970,0,20340.406,21793.203
0,TENKASI,RICE,1975,0,18745.293,19836.764
0,TENKASI,RICE,1989,0,20518.867,21886.096
1,THANJAVUR,RICE,1970,0,19979.248,24067.146
0,PUDUKKOTTAI,WHEAT,1966,1,19959.211,21535.947
1,THANJAVUR,WHEAT,nineteen seventy-three,0,19541.738,24327.178
0,KARUR,RICE,1970,0,20430.391,21883.91
0,DINDIGUL,LENTILS,1971,0,20126.945,21696.674
0,TENKASI,RICE,1975,0,19017.742,21627.566
0,PUDUKKOTTAI,WHEAT,1970,0,20188.711,23152.006
1,THANJAVUR,WHEAT,1970,0,19345.525,24235.521
0,MADURAI,RICE,1964,0,20093.195,24069.533
0,MADURAI,RICE,1969,0,20398.744,23757.633
1,THANJAVUR,RICE,nineteen seventy-three,0,18283.121,21438.555
0,DINDIGUL,LENTILS,1963,0,20320.074,22473.709
0,PUDUKKOTTAI,WHEAT,1971,0,20199.16,21140.184
0,TENKASI,LENTILS,1977,0,20178.953,23071.498
1,THANJAVUR,COTTON,1966,0,18647.289,22590.867
0,PUDUKKOTTAI,WHEAT,1969,1,20127.041,22153.096
1,THANJAVUR,LENTILS,1961,0,19405.273,25609.186
0,DINDIGUL,LENTILS,1971,0,20291.141,24218.027
1,THANJAVUR,WHEAT,1961,0,19607.719,24934.787
0,KARUR,RICE,1975,1,20134.492,21697.996
1,THANJAVUR,RICE,1966,0,21040.412,23438.836
0,PUDUKKOTTAI,WHEAT,1968,1,19374.813,21449.809
1,THANJAVUR,WHEAT,1971,0,20323.838,25181.604
0,KARUR,RICE,1965,0,20139.725,22316.75
1,THANJAVUR,WHEAT,1965,0,20382.811,26591.865
0,KARUR,RICE,1963,0,19675.246,21489.662
0,DINDIGUL,LENTILS,1969,1,20082.906,23066.287
0,MADURAI,RICE,nineteen seventy-three,0,20214.59,23188.355
0,MADURAI,WHEAT,1968,1,19933.234,23008.316
0,KARUR,RICE,1965,0,20510.57,20355.904
0,TENKASI,RICE,1989,0,18704.273,20099.727
0,KARUR,RICE,1974,0,21117.244,24347.115
0,DINDIGUL,LENTILS,1978,1,19781.025,21624.771
0,TENKASI,LENTILS,1974,0,20852.984,23634.125
0,MADURAI,WHEAT,1969,1,19896.477,21144.117
0,KARUR,RICE,1969,0,20070.834,21764.008
1,THANJAVUR,LENTILS,1968,0,21114.318,26934.352
0,DINDIGUL,LENTILS,1963,0,20061.939,23900.047
0,MADURAI,WHEAT,1972,0,20465.061,22128.406
1,THANJAVUR,WHEAT,1967,0,19943.027,24572.477
0,MADURAI,RICE,1973,1,19133.791,18957.27
0,DINDIGUL,LENTILS,1970,0,19764.039,21455.24
0,MADURAI,WHEAT,1973,0,20508.266,23388.68
1,THANJAVUR,LENTILS,1970,1,18819.822,21461.73
0,PUDUKKOTTAI,WHEAT,1967,0,20079.229,20592.879
1,THANJAVUR,WHEAT,nineteen seventy-three,0,21272.176,28235.504
1,THANJAVUR,RICE,1973,0,17084.49,21249.691
0,TENKASI,RICE,1978,0,19027.854,21694.094
0,MADURAI,RICE,nineteen seventy-two,0,20790.461,21694.279
0,DINDIGUL,LENTILS,1972,1,19189.611,20714.494
0,DINDIGUL,LENTILS,1963,0,19788.27,21847.973
0,PUDUKKOTTAI,WHEAT,1971,1,20107.797,21762.686
0,MADURAI,RICE,1968,1,19590.824,21707.391
0,DINDIGUL,LENTILS,1972,0,20735.992,23731.625
1,THANJAVUR,WHEAT,1966,1,19805.361,24904.611
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,0,18251.408,20094.574
0,MADURAI,WHEAT,1969,0,20039.668,22709.117
1,THANJAVUR,LENTILS,1972,0,19220.367,22516.76
0,KARUR,RICE,1976,0,19339.654,20690.691
1,THANJAVUR,WHEAT,1967,1,20604.309,25977.541
1,THANJAVUR,WHEAT,1970,0,20268.34,26298.404
0,TENKASI,LENTILS,1986,1,19218.309,19901.432
0,TENKASI,RICE,1962,1,20103.492,20772.029
1,THANJAVUR,WHEAT,1966,0,20417.742,26253.053
0,KARUR,RICE,1974,0,19776.592,22344.314
0,PUDUKKOTTAI,WHEAT,1971,0,20040.563,21475.07
0,KARUR,RICE,nineteen seventy-two,0,19073.467,19832.369
0,PUDUKKOTTAI,WHEAT,1954,0,19987.631,22009.109
0,TENKASI,RICE,1956,0,19964.084,21147.859
1,THANJAVUR,RICE,1970,1,19477.748,22212.461
0,DINDIGUL,LENTILS,1971,0,20039.736,21429.154
0,PUDUKKOTTAI,WHEAT,1966,1,20070.527,23794.791
0,TENKASI,LENTILS,1975,0,20297.436,22491.324
0,MADURAI,RICE,1974,0,17611.682,19736.588
0,MADURAI,RICE,1971,1,20311.984,21890.732
0,MADURAI,RICE,1972,0,21362.063,23298.84
1,THANJAVUR,RICE,1963,0,18554.111,23500.543
0,DINDIGUL,LENTILS,1980,0,21533.547,24532.402
0,MADURAI,WHEAT,1957,0,20008.664,21542.203
0,DINDIGUL,LENTILS,1974,0,20150.477,22346.418
0,PUDUKKOTTAI,WHEAT,1966,0,19999.127,20794.334
0,TENKASI,RICE,1980,0,19693.959,22928.998
0,TENKASI,RICE,1961,0,20006.854,23241.107
1,THANJAVUR,WHEAT,1959,0,20559.371,26155.414
1,THANJAVUR,WHEAT,1972,0,21389.055,26357.068
0,DINDIGUL,LENTILS,1978,0,19624.043,20666.129
0,PUDUKKOTTAI,WHEAT,1974,0,18718.928,21715.336
1,THANJAVUR,WHEAT,1969,1,20038.795,26302.975
1,THANJAVUR,LENTILS,1957,0,17202.439,21281.346
0,PUDUKKOTTAI,WHEAT,1969,0,19795.805,20576.631
0,DINDIGUL,LENTILS,1968,0,19662.322,22992.857
1,THANJAVUR,RICE,1965,1,19161.596,21069.725
0,MADURAI,RICE,1972,0,19546.451,20793.41
0,DINDIGUL,LENTILS,nineteen seventy-three,1,18272.865,20749.266
0,KARUR,RICE,1971,0,19291.992,20284.49
0,TENKASI,LENTILS,1989,0,20267.447,23022.898
0,TENKASI,RICE,1971,0,20509.107,21434.441
0,PUDUKKOTTAI,WHEAT,1962,1,20075.229,22299.539
0,TENKASI,LENTILS,1963,0,19953.57,23585.934
1,THANJAVUR,RICE,1972,0,19689.406,22441.674
1,THANJAVUR,RICE,nineteen seventy-three,0,17997.502,21172.352
0,DINDIGUL,LENTILS,1967,1,19963.943,22106.045
0,DINDIGUL,LENTILS,1971,0,19874.842,20991.826
1,THANJAVUR,LENTILS,1964,1,20728.402,26518.09
0,TENKASI,RICE,1955,0,19749.875,22550.99
1,THANJAVUR,RICE,1975,0,20632.082,23914.563
0,KARUR,RICE,1974,0,20732.303,22426.879
0,KARUR,RICE,1970,0,19826.539,23475.051
0,PUDUKKOTTAI,WHEAT,1967,0,19954.504,23158.104
0,DINDIGUL,LENTILS,1964,0,20174.646,24835.924
1,THANJAVUR,WHEAT,1969,0,21797.816,25400.342
1,THANJAVUR,RICE,1979,0,20485.133,25735.113
0,PUDUKKOTTAI,WHEAT,1969,0,20054.525,20111.783
1,THANJAVUR,RICE,1965,0,19382.516,22910.457
0,TENKASI,RICE,1989,0,21107.195,24236.254
0,KARUR,RICE,1964,0,19398.705,20281.447
0,DINDIGUL,LENTILS,1974,1,20782.9,24105.328
0,TENKASI,RICE,1975,0,18332.609,19796.365
0,KARUR,RICE,1978,0,18547.031,19715.604
0,DINDIGUL,LENTILS,1966,0,19612.715,19630.283
0,MADURAI,WHEAT,1967,0,19978.934,21616.967
0,DINDIGUL,LENTILS,1969,0,20116.156,22756.264
1,THANJAVUR,LENTILS,1964,0,20670.326,25538.387
0,DINDIGUL,LENTILS,1969,0,19803.199,23042.605
0,PUDUKKOTTAI,WHEAT,1965,0,19917.301,21686.85
1,THANJAVUR,RICE,1967,1,20260.486,23414.662
0,DINDIGUL,LENTILS,1970,1,20113.08,21279.582
0,MADURAI,WHEAT,1971,0,19997.842,21665.191
1,THANJAVUR,WHEAT,1970,1,19212.285,22936.969
0,PUDUKKOTTAI,WHEAT,1974,0,20436.279,19695.744
1,THANJAVUR,LENTILS,1964,0,18646.518,22483.469
0,MADURAI,WHEAT,1972,0,20296.859,21917.313
1,THANJAVUR,LENTILS,1963,1,20707.277,26554.643
0,PUDUKKOTTAI,WHEAT,1975,0,20174.912,20792.74
1,THANJAVUR,RICE,1969,0,18924.404,22361.201
0,KARUR,RICE,1973,0,20192.35,23184.797
0,KARUR,RICE,1964,1,20392.291,22679.686
1,THANJAVUR,WHEAT,1961,0,21624.049,24712.98
0,DINDIGUL,LENTILS,1974,0,21081.639,22275.086
1,THANJAVUR,WHEAT,1973,0,19650.982,24222.738
0,KARUR,RICE,1967,0,20178.299,23772.123
0,PUDUKKOTTAI,WHEAT,1964,0,19848.414,21916.139
0,TENKASI,LENTILS,1939,1,20159.219,21196.611
1,THANJAVUR,WHEAT,1970,0,19826.279,23468.35
0,DINDIGUL,LENTILS,1969,0,20022.117,22817.467
0,DINDIGUL,LENTILS,1973,0,21223.504,23209.381
0,DINDIGUL,LENTILS,1971,0,19735.465,20754.988
0,PUDUKKOTTAI,WHEAT,1965,0,20112.865,21955.135
0,MADURAI,RICE,1971,0,19652.115,21606.061
0,KARUR,RICE,1968,0,19943.373,23317.523
0,MADURAI,WHEAT,1973,0,19028.051,20065.004
0,TENKASI,LENTILS,1964,1,20105.844,22623.105
1,THANJAVUR,RICE,nineteen seventy-two,0,21825.219,24953.961
0,DINDIGUL,LENTILS,1971,0,20059.289,22277.281
0,TENKASI,LENTILS,1969,0,19960.678,22411.182
0,MADURAI,WHEAT,1970,0,19875.115,21645.047
1,THANJAVUR,RICE,1962,0,20742.84,24692.961
0,DINDIGUL,LENTILS,1971,0,20265.744,21238.67
0,PUDUKKOTTAI,WHEAT,1966,0,19750.738,20127.863
0,DINDIGUL,LENTILS,1967,0,19847.775,21740.967
0,DINDIGUL,LENTILS,1969,0,19908.541,21973.215
1,THANJAVUR,RICE,1969,0,18141.088,21772.744
0,KARUR,RICE,1964,0,20119.021,21400.732
0,TENKASI,LENTILS,1955,0,19877.84,21698.789
1,THANJAVUR,LENTILS,1962,1,20462.484,25345.406
1,THANJAVUR,RICE,1970,0,19918.152,21727.93
0,MADURAI,RICE,1972,0,19170.803,20915.08
0,TENKASI,RICE,1959,0,20110.238,21721.525
0,PUDUKKOTTAI,WHEAT,1970,0,20194.588,21727.629
0,TENKASI,RICE,1989,1,20577.904,22190.668
1,THANJAVUR,RICE,1967,0,18963.559,22982.15
1,THANJAVUR,WHEAT,1970,0,21588.525,26995.965
0,MADURAI,WHEAT,1962,0,20013.775,22300.563
0,TENKASI,LENTILS,1961,0,19992.082,21835.566
0,PUDUKKOTTAI,WHEAT,1980,0,18086.871,21569.041
0,MADURAI,WHEAT,1970,0,19726.361,23178.471
1,THANJAVUR,LENTILS,nineteen seventy-three,0,20076.949,24065.455
0,KARUR,RICE,1970,0,19989.805,21332.643
0,TENKASI,RICE,1957,0,20257.033,21977.9
0,KARUR,RICE,1972,0,18954.578,19225.758
0,PUDUKKOTTAI,WHEAT,nineteen seventy-two,0,20246.637,21361.951
0,MADURAI,WHEAT,1968,0,19854.367,23996.768
0,TENKASI,RICE,1989,0,20415.938,22978.334
0,MADURAI,RICE,1964,0,19884.258,21412.729
0,DINDIGUL,LENTILS,1970,0,19921.506,21110.51
0,KARUR,RICE,nineteen seventy-two,0,19139.73,20059.381
1,THANJAVUR,LENTILS,1961,0,19544.822,24642.498
0,MADURAI,WHEAT,1969,0,19987.502,21492.033
0,KARUR,RICE,1969,0,20024.15,22324.744
0,MADURAI,WHEAT,1969,0,20027.549,22393.166
1,THANJAVUR,RICE,1957,0,19821.939,24446.18
0,KARUR,RICE,1975,0,19468.547,22846.619
0,TENKASI,RICE,1969,0,19591.422,20719.889
0,TENKASI,RICE,1989,1,20610.287,21773.529
0,PUDUKKOTTAI,WHEAT,1975,0,20224.223,21323.434
0,TENKASI,RICE,1962,0,20221.791,20513.15
0,DINDIGUL,LENTILS,1962,1,20030.461,20590.777
0,KARUR,RICE,1965,1,19776.211,22495.027
0,PUDUKKOTTAI,WHEAT,1970,0,20132.988,24184.83
0,MADURAI,RICE,nineteen seventy-three,0,20462.906,21940.066
1,THANJAVUR,LENTILS,1977,1,19243.809,25842.375
0,TENKASI,LENTILS,1989,0,19479.916,20948.426
0,DINDIGUL,LENTILS,1960,0,19908.605,20802.9
0,MADURAI,RICE,1964,0,19582.768,21307.229
0,MADURAI,WHEAT,1977,0,20583.594,22153.213
1,THANJAVUR,WHEAT,1974,0,21906.166,28600.484
0,MADURAI,RICE,1963,0,20233.801,23319.328
0,MADURAI,RICE,1962,1,19770.111,21012.385
0,MADURAI,RICE,1975,0,19589.131,21854.475
0,MADURAI,RICE,1969,0,20279.438,21743.477
0,KARUR,RICE,1972,0,19407.811,20322.338
0,PUDUKKOTTAI,WHEAT,1971,1,20030.82,23038.549
0,PUDUKKOTTAI,WHEAT,1976,0,21450.404,21927.854
0,TENKASI,RICE,1989,1,20020.574,20775.863
1,THANJAVUR,LENTILS,1964,0,19531.869,24041.029
0,TENKASI,LENTILS,1953,1,19784.879,20736.572
0,MADURAI,WHEAT,1975,0,20479.484,22659.406
1,THANJAVUR,LENTILS,nineteen seventy-three,1,21411.943,25291.502
0,PUDUKKOTTAI,WHEAT,1974,0,19629.162,22638.51
0,KARUR,RICE,1968,1,19790.652,19610.473
1,THANJAVUR,COTTON,1964,1,19277.811,23969.451
0,PUDUKKOTTAI,WHEAT,1969,0,19967.363,21362.799
0,MADURAI,WHEAT,1966,0,19691.477,21647.738
0,TENKASI,RICE,1986,0,18780.203,20595.488
1,THANJAVUR,WHEAT,1962,0,19511.879,24861.553
0,MADURAI,WHEAT,1972,0,19743.109,21308.953
1,THANJAVUR,RICE,1970,0,20921.898,23230.496
0,DINDIGUL,LENTILS,1970,0,20117.125,21307.453
0,MADURAI,WHEAT,1974,0,18740.324,19729.078
0,MADURAI,WHEAT,1975,0,19596.557,20772.549
0,MADURAI,RICE,1972,0,19563.928,22867.463
0,DINDIGUL,LENTILS,1971,1,20088.916,22350.24
1,THANJAVUR,WHEAT,1961,1,19347.535,24288.979
0,TENKASI,RICE,1956,1,20316.02,23828.52
0,PUDUKKOTTAI,WHEAT,1964,0,20101.379,21990.928
0,MADURAI,WHEAT,1972,0,21070.316,22002.561
1,THANJAVUR,LENTILS,1964,0,19897.49,23366.324
0,KARUR,RICE,1964,0,20036.146,21513.303
0,MADURAI,WHEAT,1970,0,20083.648,20227.488
1,THANJAVUR,RICE,1968,0,20550.479,23766.264
0,KARUR,RICE,1965,1,19795.943,23390.266
0,TENKASI,LENTILS,1933,0,20317.18,22253.197
0,MADURAI,RICE,1974,0,18050.328,19647.979
0,DINDIGUL,LENTILS,1966,1,19926.654,22211.184
1,THANJAVUR,RICE,1964,1,20846.096,23572.869
1,THANJAVUR,RICE,1978,0,19511.889,21817.83
0,MADURAI,WHEAT,1964,1,20059.455,21741.857
0,DINDIGUL,LENTILS,1969,0,19895.355,21737.234
0,TENKASI,RICE,1959,0,19927.586,20647.293
0,KARUR,RICE,1970,0,20041.277,22078.883
0,PUDUKKOTTAI,WHEAT,1967,0,20086.916,23311.025
1,THANJAVUR,LENTILS,1961,0,19621.672,24997.432
0,KARUR,RICE,1966,0,20187.107,20822.045
0,PUDUKKOTTAI,WHEAT,1967,0,19982.502,21525.914
1,THANJAVUR,WHEAT,1967,0,20187.238,26823.902
0,DINDIGUL,LENTILS,1970,1,20019.553,21561.525
1,THANJAVUR,LENTILS,1973,0,18323.088,22606.254
0,MADURAI,RICE,1962,1,19964.609,23663.732
0,KARUR,RICE,1975,0,20710.461,21084.232
0,DINDIGUL,LENTILS,1964,0,20197.658,20708.871
0,TENKASI,RICE,1974,0,20894.352,22686.607
0,PUDUKKOTTAI,WHEAT,1969,0,19976.77,20011.396
1,THANJAVUR,LENTILS,1974,1,19013.754,22967.879
0,MADURAI,WHEAT,1962,0,19814.949,21676.736
0,PUDUKKOTTAI,WHEAT,1964,1,19993.498,22751.199
0,TENKASI,RICE,1960,0,19714.486,23465.002
0,PUDUKKOTTAI,WHEAT,1966,0,20168.684,23867.295
0,DINDIGUL,LENTILS,1971,0,20014.139,22181.232
0,PUDUKKOTTAI,WHEAT,1975,0,19846.934,22477.381
0,PUDUKKOTTAI,WHEAT,1970,0,20043.059,21566.365
0,MADURAI,WHEAT,1975,0,20304.842,23097.313
1,THANJAVUR,WHEAT,1966,0,17834.328,22695.414
0,PUDUKKOTTAI,WHEAT,1976,0,18591.375,21210.252
1,THANJAVUR,RICE,1974,0,18264.375,20746.027
1,THANJAVUR,RICE,1966,1,20822.889,22643.801
0,DINDIGUL,LENTILS,1960,0,20157.004,21578.537
0,TENKASI,RICE,1989,0,19086.383,21201.568
0,MADURAI,WHEAT,1971,0,20102.959,22987.617
0,KARUR,RICE,1974,1,18644.795,21813.582
0,KARUR,RICE,1975,1,18686.385,19906.932
1,THANJAVUR,WHEAT,1962,1,19741.006,25481.686
0,MADURAI,WHEAT,1975,0,19803.459,20400.957
0,DINDIGUL,LENTILS,1969,0,20052.695,23059.883
1,THANJAVUR,WHEAT,nineteen seventy-two,0,23155.34,28704.285
0,KARUR,RICE,1972,0,20598.006,24001.768
0,PUDUKKOTTAI,WHEAT,1971,0,20093.686,21116.799
0,PUDUKKOTTAI,WHEAT,1958,1,19743.484,23242.453
0,PUDUKKOTTAI,WHEAT,1967,0,20046.795,20555.826
1,THANJAVUR,RICE,1966,0,19272.131,24658.35
