share_women,list_rank,reservation,female_leader,number_of_residents,per_capita_income_rupees,incorp_year,manufacturing_product_share,public_goods_number
.497715,2455,0,0,21730,90345.2,1852,.7414672,3
.4977198,2456,0,0,17404,91503.73,1877,.7312152,1
.4977475,2457,0,0,13352,90913.02,1891,.7391224,3
.4979484,2458,0,0,14633,88317.63,1855,.7459113,1
.4980616,2459,0,1,9042,89268.97,1870,.7341376,9
.4981276,2460,0,0,3670,90198.48,1858,.7431251,1
.49814,2461,0,1,16359,90025.66,1862,.7384729,10
.4981763,2462,0,1,15254,90419.33,1870,.7380296,9
.4982353,2463,0,0,14517,88830.17,1857,.74067,2
.4984666,2464,0,0,17830,89693.61,1875,.7393219,1
.4985284,2465,0,0,12100,89600.02,1851,.7429953,0
.4986773,2466,0,0,19554,91016.72,1874,.7497861,2
.4987177,2467,0,0,17736,89043.9,1878,.7349226,1
.4990438,2468,0,0,21001,91756.07,1887,.7383825,2
.4990943,2469,0,0,14927,90765.76,1851,.7521375,1
.4991151,2470,0,1,17340,87138.48,1873,.7415193,8
.4991201,2471,0,1,10941,88447.63,1851,.7436369,9
.4992081,2472,0,0,12270,88517.08,1874,.7423828,2
.4992203,2473,0,1,12982,90456.53,1860,.739044,10
.4992684,2474,0,0,16284,87825.57,1879,.7458181,4
.4992871,2475,0,0,15001,89649.16,1888,.7392147,3
.4993622,2476,0,0,18316,89678.13,1855,.7479838,1
.4993687,2477,0,0,22377,89463.73,1879,.7405046,1
.4994364,2478,0,1,15725,89686.47,1889,.736735,11
.4995812,2479,0,0,19426,88443.24,1880,.7466445,4
.4996442,2480,0,0,12433,90429.63,1882,.7324182,3
.499671,2481,0,0,15729,90016.29,1880,.7436742,0
.4996966,2482,0,0,24791,90577.2,1874,.7382424,2
.4997377,2483,0,0,14977,88771.53,1858,.7418709,3
.4997985,2484,0,0,15315,89169.12,1877,.7409281,3
.4998075,2485,0,0,19935,89508.13,1890,.7455527,2
.4999135,2486,0,0,19351,89702.83,1861,.7494118,1
.4999515,2487,0,0,15765,90232.18,1862,.7470601,2
.4999913,2488,0,0,21072,86931.62,1876,.7525446,4
.5000029,2489,0,0,15404,89624.32,1853,.752063,2
.5001121,2490,0,0,11921,89038.78,1894,.749338,2
.5001785,2491,0,0,8311,88697.44,1870,.7444301,1
.5003966,2492,0,0,15746,88769.34,1881,.7489145,2
.5004258,2493,0,0,24094,89922.67,1885,.7489546,2
.5005926,2494,0,0,10996,87609.78,1864,.7409202,4
.5006279,2495,0,1,12217,88613.69,1871,.7459489,11
.5006421,2496,0,0,14899,88369.16,1859,.7493356,3
.500662,2497,0,0,10953,88903.41,1851,.7475618,1
.5006725,2498,0,1,19714,88331.35,1880,.7462473,11
.5007228,2499,0,1,14987,90022.83,1853,.7376683,9
.5007441,2500,0,1,17710,89435.43,1853,.7523977,10
.5008478,2501,0,0,20207,89065.21,1884,.7550071,2
.5008554,2502,0,0,22607,89872.74,1864,.7544412,1
.5008611,2503,0,0,10159,89228.75,1878,.7509927,1
.5008814,2504,0,0,19193,88328.25,1861,.7448061,1
.5011303,2505,0,1,11954,86428.23,1895,.7501332,10
.5011789,2506,0,0,18352,90123.24,1858,.7561293,3
.5011799,2507,0,0,13543,87370.49,1870,.7558857,3
.5011799,2508,0,1,10180,88573.49,1877,.761891,10
.5012744,2509,0,1,20388,88060.04,1866,.7614732,10
.5012923,2510,0,0,23126,87692.23,1856,.7593585,2
.5013148,2511,0,1,7219,88506.68,1894,.7527755,9
.5013772,2512,0,0,14705,88041.74,1875,.7544387,2
.5014718,2513,0,0,11929,87206.32,1887,.7498456,2
.5014732,2514,0,0,22922,88668.69,1877,.7567748,0
.5016029,2515,0,0,9878,89603.34,1875,.7540711,2
.5016149,2516,0,0,16321,88320.38,1862,.7504671,2
.5016275,2517,0,0,17537,86944.06,1871,.7500138,2
.5016765,2518,0,0,14391,87890.01,1867,.7502322,1
.5016978,2519,0,1,17712,87825.13,1867,.7587971,9
.5017972,2520,0,0,17005,87804.66,1877,.7480254,1
.501806,2521,0,0,19936,89828.09,1861,.7662252,2
.5018628,2522,0,0,19475,87980.54,1852,.7642478,3
.5019006,2523,0,0,15174,87042.89,1892,.7619518,3
.5019718,2524,0,1,19108,87647.63,1862,.7533866,10
.5020936,2525,0,0,12605,87950.68,1876,.7558881,3
.502107,2526,0,0,15741,90459.24,1877,.7601745,1
.502142,2527,0,0,17981,88369.3,1858,.7522638,1
.5023889,2528,0,0,12760,88335.42,1881,.7569352,2
.5024074,2529,0,0,10550,87044.95,1851,.752325,3
.5024512,2530,0,0,18336,87660.95,1869,.7597253,2
.5024689,2531,0,1,19530,87862.47,1868,.7621799,10
.5024927,2532,0,0,21315,86632.79,1878,.7621333,2
.5024979,2533,0,0,14690,87433.04,1894,.7580999,2
.5025595,2534,0,0,10479,86850.95,1894,.7620811,2
.5025711,2535,0,0,18438,89919.81,1854,.752273,3
.5025861,2536,0,1,18787,86668.45,1874,.7564945,9
.5026579,2537,0,1,17978,87283.75,1881,.7620705,13
.5027507,2538,0,0,13896,87530.34,1869,.7550049,2
.5027859,2539,0,0,13961,87324.73,1854,.7621333,0
.502792,2540,0,0,18888,88244.34,1874,.7710152,4
.5028192,2541,0,0,13045,86972.88,1881,.7650923,2
.5028259,2542,0,0,18976,87271.98,1863,.7670374,1
.5028638,2543,0,0,16100,89013.7,1855,.764029,3
.5028987,2544,0,0,13838,87686.55,1884,.7641263,2
.5029189,2545,0,0,17527,85907.2,1860,.7638303,3
.5029261,2546,0,1,19187,89734.39,1851,.7583033,12
.5030023,2547,0,1,24922,87365.27,1869,.7596205,8
.5030922,2548,0,0,12037,85639.28,1871,.7718323,2
.5031738,2549,0,0,23159,86255.84,1850,.7630712,3
.503175,2550,0,0,20655,88472.48,1882,.7539502,3
.5031855,2551,0,0,24587,86925.63,1885,.7582826,2
.5032532,2552,0,0,19557,86218.5,1889,.7618194,3
.5032699,2553,0,0,15148,87571.04,1869,.7666169,2
.5032963,2554,0,0,16867,86381.55,1862,.7646527,3
.503325,2555,0,0,15182,88008.62,1857,.7676216,5
.5033839,2556,0,0,20979,86359.86,1884,.7740412,0
.5034255,2557,0,0,10503,86156.02,1869,.7601121,3
.5034809,2558,0,1,16227,88018.01,1881,.7720067,11
.5035164,2559,0,0,15328,86543.71,1890,.7686703,1
.5036145,2560,0,0,11667,86552.1,1884,.7782669,2
.5036982,2561,0,0,12819,87734.7,1890,.7689884,1
.5037157,2562,0,1,13888,88195.97,1893,.7646829,11
.5038427,2563,0,0,19682,86706.9,1859,.7694814,2
.5038484,2564,0,1,20704,87187.66,1895,.7732847,12
.5038648,2565,0,0,9971,87745.06,1866,.7706732,1
.5038714,2566,0,1,11099,87612.66,1856,.7643213,11
.5039945,2567,0,0,9673,85362.31,1865,.7701677,2
.5040205,2568,0,0,13644,86705.88,1876,.7687811,3
.5040661,2569,0,0,6059,87666.2,1879,.7683699,3
.5040858,2570,0,1,17063,84749.45,1878,.7723511,10
.5041978,2571,0,0,23968,87124.68,1887,.7744979,2
.5042385,2572,0,0,14354,88958.41,1892,.7682387,2
.5042515,2573,0,0,19242,84541.61,1878,.7708408,2
.5043088,2574,0,0,16266,87265.08,1880,.7745635,0
.504367,2575,0,0,6541,87722.2,1856,.775373,2
.5044685,2576,0,0,23954,87935.99,1856,.7661467,2
.5045221,2577,0,0,24586,87186.38,1876,.758801,2
.5046145,2578,0,0,20912,86727.75,1893,.7775788,1
.5046689,2579,0,1,13245,87158.22,1857,.775817,11
.5046741,2580,0,1,20265,86739.64,1886,.7740813,12
.5046762,2581,0,0,5413,86341.52,1887,.7626783,2
.5047193,2582,0,0,10713,87127.81,1869,.7691029,0
.5047411,2583,0,0,6163,86356.9,1894,.7724952,1
.5047429,2584,0,1,16289,86596.32,1886,.7706147,10
.5047719,2585,0,1,1789,87044.83,1870,.7741039,9
.5047758,2586,0,0,19644,85381.41,1874,.7774676,1
.5047805,2587,0,0,7177,86201.35,1877,.7749445,2
.5048959,2588,0,0,9544,86968.13,1888,.7771904,3
.504899,2589,0,1,12203,86382.38,1888,.7769606,9
.5049621,2590,0,0,11856,86134.94,1881,.7787173,1
.5049636,2591,0,0,16247,87663.84,1870,.7743922,2
.5050545,2592,0,0,9960,84852.95,1876,.7865623,3
.5051292,2593,0,0,13667,85661.71,1856,.7766911,5
.5051561,2594,0,0,12769,86486.84,1854,.7800572,0
.5051863,2595,0,0,19900,85495.37,1884,.7865235,2
.5052752,2596,0,0,17994,87074.96,1854,.7848649,1
.5055013,2597,0,0,21534,88117.83,1874,.7800585,1
.5055194,2598,0,0,21479,85334.39,1861,.7738246,4
.5055441,2599,0,0,19033,88375.45,1889,.7755868,1
.5056122,2600,0,0,27040,84945.1,1858,.7767904,0
.5056484,2601,0,0,9407,85649,1878,.7858832,2
.505715,2602,0,0,14650,86010.73,1888,.7837432,0
.5057893,2603,0,1,14436,86429.76,1853,.7789108,9
.5058132,2604,0,0,21464,86282.55,1890,.7771658,3
.5059332,2605,0,1,14579,83314.63,1855,.7760027,10
.5059858,2606,0,0,26780,87604.64,1867,.7740996,0
.5060167,2607,0,0,15330,85716.28,1882,.7809799,3
.5060666,2608,0,0,22411,83649.92,1888,.7814814,2
.5060765,2609,0,0,9483,85724.95,1874,.7801023,1
.5060868,2610,0,0,16915,86506.38,1892,.7846428,2
.50611,2611,0,0,17701,87817.77,1851,.7848001,3
.5062061,2612,0,1,22026,86137.43,1878,.7757751,8
.5062432,2613,0,0,8005,85617.57,1857,.7864209,1
.5063046,2614,0,0,18790,86483.9,1872,.7850984,1
.5063107,2615,0,1,14297,86739.67,1858,.7915752,9
.5063397,2616,0,0,16123,86070.43,1859,.7874711,1
.5065064,2617,0,0,15369,85186.8,1858,.7822849,3
.5065364,2618,0,0,19492,84442.23,1876,.7755433,2
.5065977,2619,0,0,11505,84061.46,1878,.7764221,3
.506686,2620,0,0,15698,86455.31,1857,.7851247,2
.5067069,2621,0,0,19012,85660.88,1878,.7885488,3
.5067261,2622,0,0,6406,85696.65,1880,.7864908,4
.5067803,2623,0,0,13682,86087.29,1889,.7758783,2
.5069324,2624,0,0,26090,86167.57,1863,.7788569,3
.5069578,2625,0,0,14068,85210.97,1872,.7874549,4
.5069702,2626,0,1,7417,85504.22,1883,.784764,10
.507001,2627,0,0,12138,82796.21,1860,.784785,2
.5070094,2628,0,0,14684,84857.13,1871,.7958605,3
.5070286,2629,0,0,19447,85825.06,1870,.7857069,1
.5070812,2630,0,0,12475,85561.45,1861,.7951228,2
.5072291,2631,0,1,18350,83561.93,1862,.7880837,10
.5072672,2632,0,0,15034,87103.83,1891,.7876732,3
.5073961,2633,0,0,22473,86362.11,1850,.7935991,1
.5074686,2634,0,0,18015,84795.82,1850,.7961493,1
.5075633,2635,0,1,11725,83388.64,1891,.7984661,10
.5076253,2636,0,0,21661,84692.45,1879,.7924807,0
.5076671,2637,0,1,23987,85238.44,1858,.7934718,9
.5077317,2638,0,0,14498,84252.79,1853,.8004215,0
.507895,2639,0,0,18413,85023.94,1859,.7913108,2
.5079336,2640,0,0,19570,82643.09,1866,.7905957,2
.5079682,2641,0,0,9669,85309.53,1892,.7892529,3
.5079967,2642,0,0,11221,84256.13,1867,.7924939,2
.5080153,2643,0,0,2435,85348.4,1886,.7923363,2
.5080894,2644,0,0,17627,83605.05,1895,.782598,0
.5081297,2645,0,0,19277,85492.19,1850,.7951407,2
.5081753,2646,0,0,6438,84101.07,1866,.7881237,2
.5081784,2647,0,0,16482,85988.79,1883,.7972181,2
.5082379,2648,0,1,20786,85431.88,1867,.7920707,11
.5082466,2649,0,0,22499,85319.55,1868,.790754,2
.508261,2650,0,1,24473,83495.71,1878,.7885351,10
.5083237,2651,0,1,14618,83728.02,1855,.7982794,10
.5083861,2652,0,0,11362,84034.67,1893,.7885131,1
.5084525,2653,0,0,14118,86074.28,1862,.7978604,1
.5084683,2654,0,1,17606,84465.57,1853,.8017784,9
.5085371,2655,0,0,21119,85522.66,1870,.7937838,2
.5085863,2656,0,0,16417,83764.36,1862,.7956693,2
.5086333,2657,0,0,17895,87251.2,1852,.7911838,4
.5086426,2658,0,0,19714,85502.02,1853,.7875844,1
.5086816,2659,0,0,12826,84601.61,1870,.793618,3
.5087227,2660,0,1,690,85121.24,1851,.7991096,9
.5087259,2661,0,1,14861,84961.68,1881,.797232,11
.5087316,2662,0,0,14493,84924.87,1869,.7941778,1
.5087494,2663,0,0,19840,85205.2,1867,.7858511,2
.508885,2664,0,0,11139,84901.6,1873,.8033027,2
.5089074,2665,0,0,24073,86426.2,1884,.8004264,1
.5089093,2666,0,1,9253,82823.69,1855,.8086324,9
.5089162,2667,0,0,16841,84082.71,1892,.7981689,2
.5089767,2668,0,0,4531,83747.97,1892,.7993697,3
.5091556,2669,0,0,9880,83505.15,1870,.8049756,2
.5091757,2670,0,1,12539,84201.93,1874,.8000225,9
.5091839,2671,0,0,16382,83266.46,1865,.8030918,3
.5092226,2672,0,0,20205,83660.01,1895,.8046185,2
.5092337,2673,0,1,16079,83877.17,1892,.8097661,10
.5092343,2674,0,1,16739,84297.63,1868,.8003881,9
.5092751,2675,0,1,19095,84610.13,1891,.7916856,12
.5092985,2676,0,0,23420,85396.38,1882,.8048097,1
.5093012,2677,0,1,21598,83233.12,1854,.8012894,11
.5093186,2678,0,0,7558,84729.21,1860,.8026063,3
.5093202,2679,0,0,3756,83888.93,1854,.8044021,2
.5094296,2680,0,0,17903,82831.36,1868,.8083992,1
.5094868,2681,0,0,7569,84074.8,1865,.8064626,4
.5095072,2682,0,0,13436,84960.3,1893,.8106461,4
.5095412,2683,0,1,13158,84132.37,1862,.8017346,12
.5096058,2684,0,1,14077,83500.07,1850,.8117364,11
.5096127,2685,0,1,19926,85350.21,1865,.8029897,10
.509702,2686,0,1,12396,84273.34,1859,.8016574,9
.5097547,2687,0,0,13479,84140.8,1859,.8141861,2
.5097564,2688,0,0,3315,86891.52,1853,.7958373,1
.5098072,2689,0,0,16520,84703.79,1883,.8150455,3
.5098247,2690,0,1,16655,84303.46,1880,.8120944,8
.5098637,2691,0,0,14106,83953.36,1853,.8083336,3
.5099776,2692,0,0,20802,84296.6,1875,.8009682,2
.5101476,2693,0,0,18771,83734.99,1892,.8121523,1
.5102171,2694,0,0,21744,82458.26,1889,.8102913,3
.5102899,2695,0,0,18374,84900.55,1886,.8135894,2
.5102968,2696,0,0,20957,82708.34,1851,.8147345,1
.5105634,2697,0,0,13834,81991.11,1894,.8133337,2
.5105716,2698,0,0,15252,84220.45,1885,.8015645,2
.5106591,2699,0,0,15126,83232.95,1861,.8073548,3
.5106614,2700,0,1,16322,83169.69,1884,.8076555,12
.5107697,2701,0,0,23994,83864.13,1889,.8141925,4
.5107825,2702,0,0,7845,83730.35,1859,.8087406,2
.5108058,2703,0,1,15837,83058.68,1880,.8088007,11
.5109318,2704,0,1,17801,82820.99,1881,.8172452,10
.5109878,2705,0,0,16507,83482.6,1851,.8094113,2
.5110242,2706,0,1,13384,83684.17,1858,.808697,10
.5111237,2707,0,1,10152,83930.55,1860,.8135217,10
.5111242,2708,0,0,11082,82564.66,1875,.8116405,2
.5112095,2709,0,0,7506,83712.12,1887,.8166374,2
.5112146,2710,0,0,16403,83581.82,1873,.8100129,2
.5113071,2711,0,1,6157,82698.31,1851,.8099192,10
.5113186,2712,0,0,17286,84319.23,1870,.8121116,1
.5113523,2713,0,0,17181,84155.05,1860,.8171564,2
.5114959,2714,0,0,22234,81798.82,1869,.8253109,3
.511609,2715,0,0,10277,82822.51,1895,.8091609,1
.5116194,2716,0,0,24679,84614.84,1855,.8107446,0
.5116346,2717,0,0,11120,81936.98,1851,.8064743,2
.5116582,2718,0,0,16364,84267.62,1884,.817066,3
.5117075,2719,0,0,17157,81953.25,1873,.8241246,3
.5117355,2720,0,1,15049,83549.95,1863,.8138477,9
.5118093,2721,0,0,13008,83651.66,1877,.8220869,1
.5118173,2722,0,0,6472,84344.44,1855,.8148454,1
.511837,2723,0,1,9952,82178.35,1853,.823527,10
.5118464,2724,0,0,24342,80988.93,1890,.8208243,2
.5119076,2725,0,0,1222,83173.68,1863,.8196744,3
.5119091,2726,0,0,9598,80533.44,1879,.8123653,3
.5119184,2727,0,0,21888,81647.35,1864,.8194371,2
.5119634,2728,0,0,11509,82972.26,1851,.8174243,2
.5120965,2729,0,0,19120,81492.66,1854,.8186759,2
.5121567,2730,0,0,11631,81935.2,1881,.8226617,2
.5121996,2731,0,0,12896,83100.8,1872,.8273391,1
.5122663,2732,0,0,16354,84837.65,1873,.8223163,2
.5124282,2733,0,0,17768,82311.73,1885,.8210589,4
.5124826,2734,0,0,5492,82996.23,1863,.8252008,2
.512503,2735,0,0,15370,82789.54,1860,.8144751,2
.5125833,2736,0,0,18447,83071.73,1883,.8169937,3
.5126098,2737,0,0,14433,81937.95,1860,.8315606,0
.5126327,2738,0,0,23746,82699.17,1859,.8218527,3
.5126438,2739,0,1,17130,82257.11,1884,.8146535,9
.5127397,2740,0,0,13897,83830.55,1865,.8093426,4
.5128477,2741,0,0,11339,82222.2,1882,.814658,2
.512944,2742,0,1,11848,81027.83,1889,.8207312,9
.512979,2743,0,1,24278,81595.35,1892,.8216365,11
.5129988,2744,0,0,21159,82367.73,1886,.8242678,2
.5130362,2745,0,1,18178,81914.67,1855,.8225709,10
.513102,2746,0,0,4695,81991.86,1894,.8179747,2
.5131139,2747,0,0,15128,82914.93,1854,.8241721,2
.5131397,2748,0,0,8380,84447.29,1854,.8238455,0
.5131767,2749,0,0,17573,82108.44,1885,.8284265,3
.5132268,2750,0,0,7026,82438.29,1876,.8228267,0
.5132291,2751,0,0,15036,81454.34,1876,.8284034,1
.5134366,2752,0,0,15433,82300.35,1893,.8295395,2
.513437,2753,0,0,15884,82124.63,1852,.8312099,2
.5134926,2754,0,0,15238,81113.55,1881,.8256761,2
.5135381,2755,0,0,21048,81531.88,1870,.8257023,3
.5135576,2756,0,0,14651,82409.56,1884,.8314793,2
.5135937,2757,0,0,14612,80487.11,1889,.8209284,1
.5136585,2758,0,0,10834,82039.6,1888,.8271409,3
.5136597,2759,0,0,11734,82651.07,1892,.8270918,2
.5136826,2760,0,1,22434,81716.81,1870,.8249231,10
.5136903,2761,0,1,17585,82196.51,1861,.8245052,11
.5136919,2762,0,0,21064,81268.16,1884,.8388593,1
.5137946,2763,0,0,10974,82320.86,1881,.8337737,1
.5138541,2764,0,0,17184,82260.25,1861,.8244858,3
.5138726,2765,0,0,25246,82826.26,1893,.8283581,3
.5138733,2766,0,0,10089,80894.02,1871,.8339,2
.5139064,2767,0,0,10749,83660.83,1893,.8329724,2
.5139331,2768,0,0,16051,81584.04,1862,.8313051,2
.51394,2769,0,0,8530,81305.34,1869,.8306922,3
.5139546,2770,0,0,23599,82068.8,1895,.8339767,3
.5139703,2771,0,0,26588,80888.63,1864,.8349217,1
.5140677,2772,0,1,6646,81042.05,1875,.8319612,9
.5141184,2773,0,0,22285,80607.27,1885,.8273207,4
.5141677,2774,0,0,14419,80891.4,1877,.8249155,3
.5142187,2775,0,0,14269,80842.13,1852,.8280615,2
.5142351,2776,0,0,21640,80695.99,1869,.8434793,3
.5142372,2777,0,0,17406,81480.39,1871,.838585,3
.5142627,2778,0,0,19858,80853.77,1871,.829757,2
.5143157,2779,0,0,15544,81964.63,1894,.8213823,1
.5144172,2780,0,0,9443,79653.23,1880,.8354967,2
.5144224,2781,0,0,8015,80602.07,1867,.8333237,1
.5144333,2782,0,0,4163,81725.99,1891,.828355,0
.5144575,2783,0,0,21425,81645.3,1876,.8356204,0
.5144577,2784,0,0,15353,81727.64,1856,.8310995,1
.5145571,2785,0,0,8049,83822.57,1862,.8358352,2
.5146012,2786,0,0,6023,81994.63,1888,.8460315,2
.5146022,2787,0,0,14579,82029.49,1863,.8346192,2
.5146109,2788,0,0,11154,79316.17,1852,.833544,2
.5147682,2789,0,0,14518,80004.01,1863,.8340827,2
.5148277,2790,0,0,9121,80368.12,1886,.8360221,2
.5148439,2791,0,1,26286,80604.7,1873,.847895,10
.5148545,2792,0,0,11691,81472.38,1862,.8305169,3
.5148587,2793,0,1,16868,80799.84,1885,.8336961,9
.5148662,2794,0,0,13176,81313.99,1883,.846379,2
.5150108,2795,0,0,10362,80538.05,1888,.8370441,3
.5150264,2796,0,0,16289,79804.17,1876,.8337008,2
.5151451,2797,0,0,10865,82000.32,1889,.8469747,1
.5152876,2798,0,1,16895,81261.18,1889,.8391652,10
.5154328,2799,0,0,11235,80372.44,1869,.8482883,1
.5154575,2800,0,0,9309,79368.46,1852,.8430081,2
.515505,2801,0,0,9959,81276.95,1856,.8391479,1
.5155335,2802,0,0,9376,81692.8,1874,.8441278,2
.5155659,2803,0,0,18395,79577.07,1861,.8391722,2
.5156394,2804,0,0,16256,79687.03,1869,.8364017,2
.5156407,2805,0,0,17339,82255.44,1889,.8382364,2
.5157222,2806,0,1,12328,81121.38,1864,.8456684,10
.5157912,2807,0,0,11488,83045.03,1894,.8428496,1
.5158226,2808,0,0,10127,80661.83,1880,.8478654,1
.5159126,2809,0,0,9187,79350.12,1888,.8392762,3
.5159141,2810,0,0,16877,80706.52,1867,.8369131,2
.5160258,2811,0,1,15387,80287.26,1890,.8504108,9
.5160503,2812,0,1,17399,79409.71,1860,.8497751,10
.516054,2813,0,0,21400,82330.68,1885,.8446347,2
.5160767,2814,0,0,26549,80828.67,1875,.8441353,1
.5161242,2815,0,0,9779,80546.75,1879,.8425116,2
.5161528,2816,0,0,11753,80060.87,1855,.8424446,3
.5161867,2817,0,0,16210,79011,1873,.8492538,0
.5162054,2818,0,0,16765,79766.34,1884,.8489411,1
.5164622,2819,0,0,13097,80395.06,1865,.8537701,1
.5165611,2820,0,0,17552,81116.29,1871,.8389316,2
.5165754,2821,0,1,400,78692.24,1880,.8432928,12
.5166414,2822,0,1,17654,81865.16,1892,.8427379,10
.5166563,2823,0,0,15481,80669.09,1853,.8418744,1
.5166621,2824,0,0,12344,80551.61,1890,.8518341,2
.5168733,2825,0,0,16428,79223.06,1868,.8466787,1
.5169494,2826,0,1,15168,79424.32,1886,.8414909,9
.5169709,2827,0,1,15019,79084.24,1892,.8485324,10
.5170344,2828,0,1,8648,79438.13,1851,.8592531,11
.5170519,2829,0,0,12599,79890.38,1862,.8552123,2
.5170938,2830,0,0,12452,77720.59,1863,.845645,3
.5170966,2831,0,0,17745,79639.89,1884,.8411607,0
.5171436,2832,0,0,10830,78744.95,1855,.8564609,2
.5172006,2833,0,0,20120,79752.38,1881,.8532462,3
.5172883,2834,0,1,19100,80169.73,1869,.8535204,10
.5173335,2835,0,0,12171,79968.38,1870,.8465053,2
.5173505,2836,0,1,9936,79460.3,1883,.8433599,9
.5173733,2837,0,0,17929,81457.08,1881,.8473292,4
.517416,2838,0,1,10178,76759.46,1882,.8552157,10
.5174934,2839,0,0,18092,79829.98,1879,.8495136,2
.5175386,2840,0,0,24992,79038.8,1882,.8523344,1
.5175787,2841,0,0,14134,81389.77,1887,.8564706,1
.5177108,2842,0,0,22141,78330.72,1880,.8501276,3
.5177299,2843,0,0,11699,78479.14,1851,.8524194,0
.5177352,2844,0,0,11858,80973.61,1886,.8486328,3
.5178181,2845,0,0,17007,80366.95,1864,.8468692,1
.5179666,2846,0,1,16073,80219.25,1856,.8536662,10
.5180002,2847,0,0,12100,78087.02,1870,.8562027,3
.5180208,2848,0,0,13320,78886.42,1878,.8561652,2
.5181051,2849,0,0,24278,80150.38,1874,.847002,2
.5181765,2850,0,0,20215,79064.52,1883,.8566965,2
.5182519,2851,0,1,14472,80233.62,1877,.8474972,12
.518254,2852,0,0,18643,79686.68,1885,.863483,1
.5182663,2853,0,0,10756,79163.96,1858,.8622299,3
.5182913,2854,0,0,15885,81244.41,1869,.8559164,3
.5183199,2855,0,0,19074,77763.38,1885,.8561373,1
.5183699,2856,0,1,17451,79275.21,1855,.8486727,7
.5184569,2857,0,0,10765,78740.52,1889,.8632314,3
.5184655,2858,0,0,15990,80902.38,1894,.8681557,1
.5186824,2859,0,1,16836,79861.31,1871,.8598363,11
.5187037,2860,0,0,17239,81513.06,1874,.8545595,1
.5187451,2861,0,0,12484,80091.9,1884,.8561775,3
.5187677,2862,0,0,12197,77589.05,1856,.8504729,2
.5188506,2863,0,0,20304,80431.51,1856,.8590299,3
.5188648,2864,0,0,17088,79575.88,1881,.8550075,1
.5188925,2865,0,0,17890,78171.87,1894,.8595473,4
.5188988,2866,0,0,16308,79198.2,1892,.864222,3
.5189018,2867,0,0,23703,80146.16,1870,.8536888,1
.5189379,2868,0,1,15423,79100.09,1866,.8520407,9
.5189424,2869,0,0,10858,79035.44,1891,.8495497,2
.5189983,2870,0,1,10956,78852.99,1859,.8672498,8
.5190103,2871,0,0,17628,78112.2,1859,.8579856,1
.519045,2872,0,0,14796,77436.15,1864,.8693837,1
.5190616,2873,0,0,20008,79061.14,1854,.8541318,2
.5190783,2874,0,0,20543,77657.02,1865,.8649866,2
.5191298,2875,0,0,10251,75841.46,1880,.8523811,1
.5191613,2876,0,0,22068,79155.53,1873,.867758,1
.5191649,2877,0,1,15922,78234.8,1888,.8567753,10
.5192835,2878,0,0,12589,78538.26,1867,.8692345,4
.5193112,2879,0,0,15938,78682.69,1890,.8661327,2
.5193569,2880,0,0,6690,77947.77,1886,.8663793,4
.5194043,2881,0,1,23819,77240.83,1860,.8679473,10
.5194415,2882,0,0,4383,78244.34,1893,.8575912,2
.5196661,2883,0,0,10594,79235.84,1877,.8599359,1
.5197555,2884,0,1,19359,78959.4,1892,.8643054,9
.5198551,2885,0,0,9765,76617.59,1879,.8675615,2
.5198576,2886,0,0,10961,78319.35,1888,.8694529,3
.5198618,2887,0,1,17170,78563.42,1872,.8551418,11
.5198747,2888,0,0,8705,79470.94,1859,.8641761,2
.5199535,2889,0,0,14309,75796.05,1868,.8711737,1
.5200345,2890,0,0,13796,79446.34,1868,.8752711,4
.5200457,2891,0,0,15237,78104.98,1877,.8692552,2
.5201446,2892,0,1,14220,78481.45,1852,.8651208,11
.520233,2893,0,0,17541,77797.05,1871,.8710493,1
.5203007,2894,0,1,16259,76770.08,1881,.8674765,10
.5203019,2895,0,0,18174,79341.9,1851,.8709067,1
.5203261,2896,0,0,8469,78498.91,1860,.8650639,3
.520398,2897,0,0,18523,77785.99,1880,.8751351,2
.52043,2898,0,0,6860,78965.75,1851,.8604376,2
.5204412,2899,0,0,14649,80090.21,1878,.8699768,2
.5204768,2900,0,0,4611,77906.83,1869,.8719766,1
.5205716,2901,0,0,13830,78961.28,1887,.8602074,3
.5205887,2902,0,0,17042,78782.62,1862,.8669004,2
.5206137,2903,0,1,15304,78191.42,1893,.8726893,10
.5207304,2904,0,0,15360,77981.27,1852,.8757463,3
.5208064,2905,0,0,12484,78214.13,1881,.8673343,2
.5208637,2906,0,0,11275,78572.82,1875,.8755141,2
.5209216,2907,0,1,7790,79607.61,1885,.8612856,10
.5209234,2908,0,0,10449,76366.82,1889,.8676133,2
.521046,2909,0,0,22748,77195.56,1866,.8762613,2
.5212291,2910,0,1,16523,79127.45,1878,.8816665,8
.5212427,2911,0,0,12232,78579.04,1894,.8757473,2
.521317,2912,0,0,17433,76029.94,1880,.8803592,2
.5213186,2913,0,0,17487,78275.95,1867,.8758142,3
.5213625,2914,0,0,14803,76857.98,1851,.8755708,4
.5214455,2915,0,1,9826,77497.38,1881,.8731497,11
.5214607,2916,0,0,27176,77552.87,1874,.8798167,2
.5215696,2917,0,0,16813,78548.23,1864,.8739415,1
.5215704,2918,0,1,11305,78142.95,1859,.879002,7
.5216174,2919,0,0,14577,76629.49,1852,.8788932,0
.5216764,2920,0,0,7859,78734.15,1868,.8751477,3
.5217032,2921,0,0,13111,75388.52,1864,.8777169,3
