keller_trt,keller_trt_yes,baseline_hhsize,baseline_payments,baseline_elec_use,baseline_hh_head_age,endline_hhsize,endline_payments,endline_elec_use,endline_hh_head_age
0,0,8,13.43652,125.3674,21,8,15684.97,125.3674,22
0,0,11,47.50371,225.5594,33,11,28242.71,225.5594,34
0,0,8,81.35492,433.5385,37,8,54274.57,433.5385,38
0,0,6,168.9616,74.77535,34,6,9516.721,74.77535,35
0,0,8,205.5337,375.6666,35,8,47164.82,375.6666,36
0,0,9,109.8115,125.5207,41,9,15800.37,125.5207,42
0,0,8,237.9935,464.7668,40,8,58334.75,464.7668,41
0,0,9,110.2975,144.6158,39,9,18187.77,144.6158,40
0,0,5,215.4311,145.4568,34,5,18397.81,145.4568,35
0,0,7,162.928,745.7209,39,7,93378.89,745.7209,40
0,0,9,145.7755,172.471,34,9,21705.06,172.471,35
0,0,7,73.33678,156.457,33,7,19630.65,156.457,34
0,0,9,170.3468,844.6444,38,9,105751.2,844.6444,39
0,0,10,33.48253,6.864598,40,10,892.4985,6.864598,41
0,0,7,139.0389,187.8421,37,7,23620.05,187.8421,38
0,0,7,207.9906,242.3542,31,7,30502.29,242.3542,32
0,0,10,23.24538,315.5703,46,10,39469.72,315.5703,47
0,0,7,66.6647,76.16698,33,7,9588.065,76.16698,34
0,0,6,181.7497,339.0102,28,6,42558.42,339.0102,29
0,0,7,253.1402,1426.807,36,7,178604.6,1426.807,37
0,0,7,58.75731,172.8542,35,7,21666.27,172.8542,36
0,0,12,71.12392,173.9823,38,12,21819.59,173.9823,39
0,0,7,69.79937,197.2604,28,7,24727.51,197.2604,29
0,0,11,77.03389,163.7828,41,11,20550.47,163.7828,42
0,0,4,18.74627,702.9742,43,4,87890.97,702.9742,44
0,0,7,92.56689,396.3226,49,7,49633.3,396.3226,50
0,0,9,126.6669,51.26922,41,9,6535.829,51.26922,42
0,0,9,151.7799,370.7846,26,9,46500.08,370.7846,27
0,0,6,216.9516,55.89356,34,6,7203.829,55.89356,35
0,0,9,156.5528,1232.966,41,9,154278,1232.966,42
0,0,7,132.829,380.4758,29,7,47692.36,380.4758,30
0,0,6,253.5396,476.7434,31,6,59847.21,476.7434,32
0,0,12,17.46502,495.1595,38,12,61913.15,495.1595,39
0,0,8,16.64575,1010.926,41,8,126382.9,1010.926,42
0,0,9,128.2944,311.2903,33,9,39040.04,311.2903,34
0,0,8,185.0411,751.9849,45,8,94184.13,751.9849,46
0,0,6,185.8774,77.07608,37,6,9821.107,77.07608,38
0,0,7,119.7147,675.8601,42,7,84602.68,675.8601,43
0,0,8,50.60855,673.4768,34,8,84236.08,673.4768,35
0,0,6,190.8506,147.4704,33,6,18625.53,147.4704,34
0,0,3,68.58424,958.0728,33,3,119828.5,958.0728,34
0,0,11,61.44978,80.62937,42,11,10140.39,80.62937,43
0,0,5,109.1674,133.1402,30,5,16752.59,133.1402,31
0,0,9,198.0539,138.0599,43,9,17455.67,138.0599,44
0,0,9,197.6883,509.2535,31,9,63855.05,509.2535,32
0,0,8,76.88833,1510.313,34,8,188866.2,1510.313,35
0,0,9,140.7845,146.3073,27,9,18429.92,146.3073,28
0,0,10,242.7253,132.2662,29,10,16776.13,132.2662,30
0,0,3,91.88544,1008.794,34,3,126191.3,1008.794,35
0,0,8,98.24815,457.5382,28,8,57291.37,457.5382,29
0,0,12,73.57838,116.9595,38,12,14694.48,116.9595,39
0,0,6,87.69955,513.1063,37,6,64226.61,513.1063,38
0,0,5,77.10236,556.8845,41,5,69688.34,556.8845,42
0,0,6,245.9886,375.4151,32,6,47173.53,375.4151,33
0,0,9,86.49028,235.5851,40,9,29535.2,235.5851,41
0,0,12,173.8675,109.9357,36,12,13916.25,109.9357,37
0,0,10,168.8028,890.239,47,10,111448.8,890.239,48
0,0,11,244.1182,192.438,33,11,24299.36,192.438,34
0,0,11,9.59572,287.62,28,11,35962.91,287.62,29
0,0,9,170.3654,500.3008,32,9,62708.63,500.3008,33
0,0,7,163.6347,89.89565,34,7,11401.16,89.89565,35
0,0,10,74.53223,229.9914,33,10,28824.09,229.9914,34
0,0,8,113.9454,117.7855,32,8,14837.35,117.7855,33
0,0,7,184.2954,821.1277,30,7,102825.6,821.1277,31
0,0,6,237.4739,209.9893,36,6,26486.48,209.9893,37
0,0,7,193.8705,263.6697,34,7,33152.98,263.6697,35
0,0,5,255.2016,311.1701,40,5,39151.54,311.1701,41
0,0,7,31.9294,678.7403,37,7,84874.56,678.7403,38
0,0,13,223.9091,685.1495,37,13,85867.62,685.1495,38
0,0,8,112.1085,510.3352,30,8,63904.58,510.3352,31
0,0,6,99.82414,297.7417,36,6,37318.51,297.7417,37
0,0,9,159.0498,40.15004,30,9,5177.9,40.15004,31
0,0,7,242.9523,67.75137,39,7,8712.231,67.75137,40
0,0,3,99.7726,485.6475,29,3,60805.93,485.6475,30
0,0,8,166.6052,32.35145,33,8,4211.334,32.35145,34
0,0,11,82.27687,640.6219,31,11,80160.61,640.6219,32
0,0,5,89.98471,81.13668,41,5,10232.18,81.13668,42
0,0,4,229.1219,35.29375,21,4,4641.479,35.29375,22
0,0,6,68.05669,274.8783,34,6,34428.08,274.8783,35
0,0,10,159.3235,189.2207,36,10,23812.5,189.2207,37
0,0,7,99.91151,438.446,33,7,54906.14,438.446,34
0,0,6,43.15581,55.85819,34,6,7026.18,55.85819,35
0,0,9,172.3648,802.8776,28,9,100532.5,802.8776,29
0,0,8,249.9137,1193.817,36,8,149477.3,1193.817,37
0,0,10,39.11835,657.8218,46,10,82267.23,657.8218,47
0,0,5,222.0546,298.6572,42,5,37554.79,298.6572,43
0,0,11,54.47303,309.2759,34,11,38714.86,309.2759,35
0,0,5,177.2623,568.5289,39,5,71244.02,568.5289,40
0,0,5,233.5388,209.331,40,5,26399.94,209.331,41
0,0,5,50.47065,68.41484,35,5,8602.421,68.41484,36
0,0,6,102.9056,1469.077,39,6,183738.3,1469.077,40
0,0,9,56.01824,116.5771,38,9,14629,116.5771,39
0,0,12,47.60129,49.39352,42,12,6222.404,49.39352,43
0,0,14,58.95275,592.2579,31,14,74091.76,592.2579,32
0,0,8,181.692,197.7101,33,8,24895.48,197.7101,34
0,0,7,253.5283,202.5827,37,7,25576.47,202.5827,38
0,0,4,1.981504,540.5115,30,4,67566.38,540.5115,31
0,0,7,75.33076,153.6261,33,7,19278.74,153.6261,34
0,0,8,249.048,371.3576,43,8,46669.2,371.3576,44
0,0,7,169.6084,52.11348,30,7,6683.962,52.11348,31
0,0,7,87.82806,143.3467,40,7,18006.45,143.3467,41
0,0,7,255.2585,20.55547,36,7,2824.98,20.55547,37
0,0,10,46.27546,90.5736,36,10,11368.42,90.5736,37
0,0,7,184.0371,140.4348,37,7,17738.81,140.4348,38
0,0,8,213.5359,1373.194,41,8,171863.6,1373.194,42
0,0,8,161.9798,52.92458,36,8,6778.091,52.92458,37
0,0,4,28.72717,143.1709,35,4,17926.06,143.1709,36
0,0,8,215.6546,481.1729,32,8,60363.03,481.1729,33
0,0,6,90.4638,611.433,39,6,76520.51,611.433,40
0,0,5,178.641,23.02768,26,5,3057.149,23.02768,27
0,0,6,175.4627,289.3193,42,6,36341.03,289.3193,43
0,0,8,131.9129,24.3793,22,8,3180.014,24.3793,23
0,0,8,81.64856,178.7601,36,8,22427.05,178.7601,37
0,0,9,203.817,374.4231,23,9,47007.25,374.4231,24
0,0,7,174.474,1431.972,38,7,179171.3,1431.972,39
0,0,9,42.48689,555.946,38,9,69536.1,555.946,39
0,0,6,244.7679,973.3539,30,6,121914.1,973.3539,31
0,0,10,67.97133,286.2716,38,10,35851.95,286.2716,39
0,0,8,10.68822,15.61734,28,8,1963.576,15.61734,29
0,0,9,77.85336,268.0822,39,9,33588.41,268.0822,40
0,0,5,197.8014,342.2109,42,5,42975.05,342.2109,43
0,0,8,79.80539,47.36066,27,8,6000.529,47.36066,28
0,0,7,227.9198,22.50736,35,7,3041.646,22.50736,36
0,0,9,130.5901,42.45888,35,9,5438.359,42.45888,36
0,0,12,161.8031,155.8819,39,12,19648.03,155.8819,40
0,0,9,198.4399,4.832513,22,9,802.6548,4.832513,23
0,0,11,46.36143,201.0224,32,11,25175.14,201.0224,33
0,0,10,171.9818,195.5638,32,10,24617.6,195.5638,33
0,0,6,255.4575,256.3504,38,6,32299.63,256.3504,39
0,0,10,190.3492,1158.936,42,10,145057.5,1158.936,43
0,0,7,5.636167,263.5159,33,7,32946.03,263.5159,34
0,0,9,11.42373,146.3684,42,9,18307.6,146.3684,43
0,0,10,29.90565,44.06046,37,10,5537.773,44.06046,38
0,0,9,129.1064,102.5151,42,9,12943.83,102.5151,43
0,0,8,74.50614,255.6547,40,8,32032.02,255.6547,41
0,0,8,76.03568,482.85,37,8,60432.92,482.85,38
0,0,12,21.26308,693.9719,46,12,86768.32,693.9719,47
0,0,6,184.563,326.7274,37,6,41025.93,326.7274,38
0,0,7,120.4752,291.9813,34,7,36618.41,291.9813,35
0,0,4,246.6336,386.9352,39,4,48614.52,386.9352,40
0,0,8,198.8702,385.9877,35,8,48448.16,385.9877,36
0,0,8,152.1077,267.281,36,8,33563.06,267.281,37
0,0,7,122.5591,541.0388,37,7,67753.38,541.0388,38
0,0,10,221.1319,74.43966,36,10,9526.849,74.43966,37
0,0,6,251.9817,182.8141,29,6,23103.89,182.8141,30
0,0,10,41.90926,106.7112,35,10,13381.29,106.7112,36
0,0,10,72.63683,548.3478,48,10,68616.58,548.3478,49
0,0,10,94.07887,106.5883,36,10,13418.41,106.5883,37
0,0,10,220.6273,1027.881,49,10,128706.8,1027.881,50
0,0,6,45.07364,121.3898,34,6,15219.37,121.3898,35
0,0,7,191.2247,2.959266,32,7,561.9197,2.959266,33
0,0,4,32.30021,155.8374,28,4,19512.67,155.8374,29
0,0,7,85.84526,191.924,38,7,24076.5,191.924,39
0,0,7,227.9262,14.95106,38,7,2096.919,14.95106,39
0,0,8,257.0443,170.5033,31,8,21570.91,170.5033,32
0,0,9,87.65901,1267.725,33,9,158554,1267.725,34
0,0,10,111.4467,415.8371,42,10,52091.74,415.8371,43
0,0,8,5.814652,662.2808,35,8,82791.82,662.2808,36
0,0,6,154.0457,262.8091,28,6,33005.8,262.8091,29
0,0,6,147.5708,70.80759,34,6,8998.871,70.80759,35
0,0,8,195.7052,179.4943,26,8,22632.64,179.4943,27
0,0,9,11.87359,23.34291,35,9,2930.177,23.34291,36
0,0,5,19.4263,84.55331,28,5,10588.66,84.55331,29
0,0,4,212.5286,1182.787,37,4,148061.8,1182.787,38
0,0,10,163.2225,285.4828,32,10,35848.79,285.4828,33
0,0,9,203.8497,781.4556,32,9,97886.18,781.4556,33
0,0,8,87.12268,229.9373,34,8,28829.84,229.9373,35
0,0,7,105.0745,180.8492,36,7,22711.69,180.8492,37
0,0,6,111.814,211.9305,38,6,26603.77,211.9305,39
0,0,6,72.55655,585.3946,40,6,73246.94,585.3946,41
0,0,8,186.1007,177.5805,36,8,22384.32,177.5805,37
0,0,9,13.73682,280.5544,38,9,35083.54,280.5544,39
0,0,7,123.495,724.5011,37,7,90686.28,724.5011,38
0,0,7,256.4223,442.1596,28,7,55526.54,442.1596,29
0,0,8,135.6223,35.01529,40,8,4512.853,35.01529,41
0,0,6,133.5212,279.1893,32,6,35032.81,279.1893,33
0,0,9,70.77553,501.8121,41,9,62797.38,501.8121,42
0,0,10,220.0675,271.0715,34,10,34104.22,271.0715,35
0,0,9,22.04092,86.36705,39,9,10818.84,86.36705,40
0,0,13,177.399,37.02578,32,13,4806.486,37.02578,33
0,0,7,183.527,162.2338,36,7,20462.92,162.2338,37
0,0,9,213.2542,60.8352,35,9,7817.699,60.8352,36
0,0,10,108.7447,173.0914,36,10,21745.98,173.0914,37
0,0,6,117.1646,1071.484,39,6,134053.2,1071.484,40
0,0,7,175.7859,170.9153,37,7,21540.31,170.9153,38
0,0,7,164.5804,342.2794,34,7,42949.55,342.2794,35
0,0,9,165.7283,43.28025,38,9,5575.818,43.28025,39
0,0,9,68.93434,849.1353,33,9,106210.9,849.1353,34
0,0,7,92.41254,158.8535,39,7,19949.71,158.8535,40
0,0,8,3.419113,721.3981,43,8,90178.2,721.3981,44
0,0,10,164.7833,787.9056,39,10,98653.95,787.9056,40
0,0,10,159.4519,55.90323,37,10,7147.459,55.90323,38
0,0,9,30.93493,306.8228,31,9,38384.54,306.8228,32
0,0,9,129.0341,391.123,39,9,49020.22,391.123,40
0,0,7,76.98881,503.5497,37,7,63021.01,503.5497,38
0,0,8,174.0445,334.2998,34,8,41961.68,334.2998,35
0,0,5,49.91225,674.8168,36,5,84402.34,674.8168,37
0,0,6,191.0386,760.8333,34,6,95295.2,760.8333,35
0,0,9,224.0991,417.8362,34,9,52453.86,417.8362,35
0,0,10,179.6093,233.8819,41,10,29415.69,233.8819,42
0,0,9,187.4854,2271.68,30,9,284148.5,2271.68,31
0,0,1,55.28496,664.2833,26,1,83091.21,664.2833,27
0,0,12,174.0567,161.6367,34,12,20378.96,161.6367,35
0,0,7,185.1277,219.3464,28,7,27603.56,219.3464,29
0,0,4,56.27439,103.3048,34,4,12970,103.3048,35
0,0,6,108.9204,238.5151,38,6,29923.54,238.5151,39
0,0,9,234.0017,3.837024,38,9,713.9123,3.837024,39
0,0,9,29.64946,32.48372,26,9,4090.985,32.48372,27
0,0,12,23.77994,1.462342,41,12,207.337,1.462342,42
0,0,11,196.1183,152.6752,36,11,19281.45,152.6752,37
0,0,11,106.8868,312.9235,37,11,39222.88,312.9235,38
0,0,8,36.90312,191.8648,43,8,24020.34,191.8648,44
0,0,9,106.4428,227.9744,43,9,28603.85,227.9744,44
0,0,10,187.6204,73.5864,35,10,9386.172,73.5864,36
0,0,5,135.2763,394.0446,38,5,49391.19,394.0446,39
0,0,9,110.1061,59.34813,36,9,7529.267,59.34813,37
0,0,7,127.0817,701.6363,35,7,87832.49,701.6363,36
0,0,9,16.25921,188.017,40,9,23519.27,188.017,41
0,0,8,190.6495,62.17362,34,8,7962.908,62.17362,35
0,0,9,62.97158,477.9869,38,9,59811.43,477.9869,39
0,0,9,133.1758,976.915,36,9,122247.6,976.915,37
0,0,7,208.6299,1887.715,41,7,236173.5,1887.715,42
0,0,9,223.3542,78.51717,35,9,10038.63,78.51717,36
0,0,4,49.21395,504.2859,42,4,63085.21,504.2859,43
0,0,9,212.1255,545.5392,35,9,68404.86,545.5392,36
0,0,10,158.3396,96.59777,46,10,12234,96.59777,47
0,0,7,72.98415,284.9778,29,7,35695.64,284.9778,30
0,0,10,187.2128,132.3501,44,10,16731.12,132.3501,45
0,0,9,203.343,170.4608,30,9,21510.96,170.4608,31
0,0,8,169.3959,135.4562,28,8,17101.95,135.4562,29
0,0,7,18.63539,423.1017,41,7,52906.49,423.1017,42
0,0,4,254.2555,119.8233,31,4,15232.99,119.8233,32
0,0,12,104.872,361.0643,31,12,45238.85,361.0643,32
0,0,8,256.2254,286.3525,32,8,36050.79,286.3525,33
0,0,10,26.09345,389.4046,45,10,48702.32,389.4046,46
0,0,7,79.35317,131.1887,28,7,16478.84,131.1887,29
0,0,8,81.96453,85.43306,38,8,10761.8,85.43306,39
0,0,11,91.38387,475.8971,34,11,59578.75,475.8971,35
0,0,10,203.2508,206.246,37,10,25984.9,206.246,38
0,0,6,228.4562,20.83836,35,6,2833.626,20.83836,36
0,0,10,71.41972,20.96222,38,10,2691.839,20.96222,39
0,0,8,37.782,187.3777,36,8,23460.96,187.3777,37
0,0,8,1.430424,25.42156,38,8,3179.285,25.42156,39
0,0,9,188.3399,405.334,35,9,50855.4,405.334,36
0,0,6,149.7207,36.27046,27,6,4684.221,36.27046,28
0,0,12,61.96799,678.4669,28,12,84870.34,678.4669,29
0,0,8,187.0344,249.297,41,8,31349.19,249.297,42
0,0,7,224.4574,184.8114,44,7,23326.16,184.8114,45
0,0,13,228.7506,1441.721,29,13,180444.6,1441.721,30
0,0,7,206.1169,441.5862,40,7,55405.14,441.5862,41
0,0,5,208.2196,378.7841,35,5,47557.13,378.7841,36
0,0,9,177.2552,300.0798,31,9,37687.28,300.0798,32
0,0,9,15.72518,348.9618,31,9,43636.14,348.9618,32
0,0,9,55.77668,10.11373,30,9,1320.081,10.11373,31
0,0,11,45.23063,409.6528,37,11,51252.21,409.6528,38
0,0,7,227.1169,311.8544,35,7,39209.14,311.8544,36
0,0,8,119.3641,51.01577,34,8,6497.257,51.01577,35
0,0,8,164.2938,18.84412,35,8,2520.313,18.84412,36
0,0,10,61.89701,100.057,33,10,12569.18,100.057,34
0,0,5,194.7762,636.4298,32,5,79748.83,636.4298,33
0,0,7,162.9317,40.13122,37,7,5179.743,40.13122,38
0,0,10,243.9145,43.72058,44,10,5709.178,43.72058,45
0,0,6,213.7757,15.32698,33,6,2129.979,15.32698,34
0,0,10,136.7178,65.14271,32,10,8279.906,65.14271,33
0,0,4,128.8017,82.30642,35,4,10417.4,82.30642,36
0,0,10,4.782518,162.5082,40,10,20319.18,162.5082,41
0,0,8,121.9755,974.1397,33,8,121889.6,974.1397,34
0,0,10,8.542223,50.19728,38,10,6283.854,50.19728,39
0,0,7,26.71496,302.8128,33,7,37879.24,302.8128,34
0,0,9,91.75101,657.3215,35,9,82257.91,657.3215,36
0,0,11,149.9578,331.2661,31,11,41558.45,331.2661,32
0,0,7,213.0002,109.5994,38,7,13913.4,109.5994,39
0,0,10,247.5563,135.528,41,10,17189.1,135.528,42
0,0,7,28.56414,642.4884,31,7,80339.97,642.4884,32
0,0,5,156.6559,156.2982,37,5,19694.47,156.2982,38
0,0,10,37.19961,1493.766,34,10,186758.7,1493.766,35
0,0,7,62.21219,556.1291,33,7,69578.91,556.1291,34
0,0,10,34.8782,799.1422,25,10,99928.4,799.1422,26
0,0,8,13.44214,925.5576,36,8,115708.2,925.5576,37
0,0,12,15.70554,148.926,33,12,18632.03,148.926,34
0,0,9,194.6769,433.6383,44,9,54399.83,433.6383,45
0,0,7,112.3483,181.0797,32,7,22747.6,181.0797,33
0,0,7,76.59988,385.4841,39,7,48262.16,385.4841,40
0,0,4,161.0672,583.5536,41,4,73105.31,583.5536,42
0,0,11,160.6028,79.91576,33,11,10150.49,79.91576,34
0,0,8,173.7656,3.712591,36,8,637.907,3.712591,37
0,0,4,154.2988,190.884,35,4,24015.4,190.884,36
0,0,11,170.5344,1011.767,32,11,126642,1011.767,33
0,0,8,200.7749,85.97681,34,8,10948.35,85.97681,35
0,0,12,5.08137,628.2936,35,12,78541.9,628.2936,36
0,0,8,185.973,415.7303,32,8,52152.61,415.7303,33
0,0,9,103.5059,75.10248,36,9,9491.961,75.10248,37
0,0,3,15.60056,567.1721,36,3,70912.29,567.1721,37
0,0,9,116.9846,384.034,32,9,48122.01,384.034,33
0,0,6,202.2201,680.1368,35,6,85220.23,680.1368,36
0,0,9,.9367312,1281.332,38,9,160167.7,1281.332,39
0,0,7,15.44226,31.9191,36,7,4005.934,31.9191,37
0,0,8,96.14123,537.1852,38,8,67244.91,537.1852,39
0,0,11,201.6756,166.8698,33,11,21060.55,166.8698,34
0,0,7,59.87084,323.2306,33,7,40464.3,323.2306,34
0,0,8,249.5856,286.2762,35,8,36034.16,286.2762,36
0,0,6,128.838,42.73662,36,6,5471.125,42.73662,37
0,0,10,7.168017,122.3253,38,10,15298.71,122.3253,39
0,0,6,244.7374,306.2093,30,6,38521.44,306.2093,31
0,0,6,242.575,870.6311,39,6,109072.2,870.6311,40
0,0,10,189.7188,1300.547,34,10,162758.1,1300.547,35
0,0,8,4.85559,1481.112,36,8,185144,1481.112,37
0,0,5,165.7404,.4821525,38,5,226.9841,.4821525,39
0,0,8,99.96545,115.4886,42,8,14536.28,115.4886,43
0,0,10,164.3911,387.0182,32,10,48541.74,387.0182,33
0,0,8,126.8831,442.7041,39,8,55465.81,442.7041,40
0,0,10,120.004,87.73899,41,10,11087.68,87.73899,42
0,0,8,204.7814,14.77719,36,8,2051.967,14.77719,37
0,0,7,32.6887,260.3992,34,7,32582.98,260.3992,35
0,0,6,65.96793,1212.043,32,6,151571.7,1212.043,33
0,0,8,237.292,235.7708,35,8,29709.09,235.7708,36
0,0,7,153.7272,1.835595,40,7,383.3092,1.835595,41
0,0,8,32.93037,139.5746,30,8,17480.67,139.5746,31
0,0,6,104.0986,506.3994,33,6,63404.25,506.3994,34
0,0,4,141.8276,316.2467,39,4,39672.73,316.2467,40
0,0,8,61.1789,35.98871,31,8,4560.542,35.98871,32
0,0,10,57.04094,391.8486,25,10,49038.63,391.8486,26
0,0,9,81.20359,95.29041,46,9,11993.4,95.29041,47
0,0,5,88.16507,1824.49,40,5,228149.8,1824.49,41
0,0,9,223.1466,354.5583,30,9,44543.4,354.5583,31
0,0,8,22.86449,36.73499,30,8,4615.652,36.73499,31
0,0,9,238.5776,438.117,28,9,55003.69,438.117,29
0,0,6,125.1325,46.32389,38,6,5915.707,46.32389,39
0,0,5,44.66813,782.4831,29,5,97855.38,782.4831,30
0,0,11,75.11929,889.1849,32,11,111223.9,889.1849,33
0,0,4,178.1262,168.7829,36,4,21276.16,168.7829,37
0,0,8,105.0423,62.33486,23,8,7897.407,62.33486,24
0,0,10,214.832,246.3245,37,10,31005.54,246.3245,38
0,0,6,78.98203,61.52044,43,6,7769.147,61.52044,44
0,0,9,101.1653,243.2429,41,9,30507.11,243.2429,42
0,0,7,175.2626,316.3182,39,7,39716.01,316.3182,40
0,0,5,216.83,259.1886,36,5,32615.89,259.1886,37
0,0,7,245.8504,669.8652,38,7,83979.96,669.8652,39
0,0,10,83.89592,23.09791,34,10,2972.121,23.09791,35
0,0,8,41.7844,433.0247,39,8,54169.95,433.0247,40
0,0,7,102.8329,18.47033,36,7,2412.507,18.47033,37
0,0,8,211.0291,219.2497,37,8,27617.92,219.2497,38
0,0,11,192.0117,170.1285,33,11,21459.04,170.1285,34
0,0,6,72.06976,164.3501,31,6,20616.19,164.3501,32
0,0,5,124.1358,109.65,24,5,13831.08,109.65,25
0,0,7,183.2509,180.7316,33,7,22775.05,180.7316,34
0,0,11,92.2035,80.83689,37,11,10197.47,80.83689,38
0,0,8,65.93565,428.1921,36,8,53590.03,428.1921,37
0,0,13,159.247,308.2237,36,13,38687.42,308.2237,37
0,0,6,227.3012,882.7096,42,6,110566.5,882.7096,43
0,0,6,89.11699,993.7704,32,6,124311.2,993.7704,33
0,0,7,15.31634,426.5557,32,7,53335.71,426.5557,33
0,0,5,191.3445,268.4878,31,5,33753.13,268.4878,32
0,0,7,153.8025,101.8935,35,7,12890.76,101.8935,36
0,0,8,35.34954,15.61218,28,8,1987.656,15.61218,29
0,0,6,172.8749,333.0571,39,6,41805.14,333.0571,40
0,0,8,102.7276,101.9026,35,8,12841.11,101.9026,36
0,0,5,157.7473,308.6463,37,5,38738.88,308.6463,38
0,0,9,37.95586,61.38142,39,9,7711.417,61.38142,40
0,0,6,131.4519,139.9106,21,6,17621.02,139.9106,22
0,0,7,197.7949,87.14053,33,7,11090.67,87.14053,34
0,0,9,17.81192,115.7747,35,9,14490.34,115.7747,36
0,0,6,174.9792,396.8246,32,6,49778.26,396.8246,33
0,0,8,62.71091,450.2325,35,8,56342.71,450.2325,36
0,0,11,182.7189,413.8447,27,11,51913.74,413.8447,28
0,0,8,200.3206,641.3486,29,8,80369.17,641.3486,30
0,0,10,232.4337,61.12792,39,10,7874.261,61.12792,40
0,0,9,171.1966,31.0288,31,9,4049.877,31.0288,32
0,0,10,33.05783,541.0757,37,10,67668.27,541.0757,38
0,0,11,144.4411,126.794,33,11,15994.64,126.794,34
0,0,7,143.8237,113.1477,45,7,14288.24,113.1477,46
0,0,8,220.3927,253.8104,39,8,31946.92,253.8104,40
0,0,7,17.21871,273.6096,28,7,34218.96,273.6096,29
0,0,8,90.58254,14.08269,42,8,1851.112,14.08269,43
0,0,9,200.139,253.7516,31,9,31920.03,253.7516,32
0,0,9,130.4437,132.7494,45,9,16724.85,132.7494,46
0,0,7,189.3472,171.7502,37,7,21658.58,171.7502,38
0,0,8,75.52367,20.92116,35,8,2691.029,20.92116,36
0,0,10,212.3281,110.4115,41,10,14014.51,110.4115,42
0,0,7,164.7062,41.19479,32,7,5314.643,41.19479,33
0,0,9,145.047,212.8824,29,9,26756.33,212.8824,30
0,0,7,147.1922,260.0464,32,7,32653.81,260.0464,33
0,0,9,21.62164,31.35792,34,9,3942.221,31.35792,35
0,0,9,203.6751,269.7054,32,9,33917.35,269.7054,33
0,0,7,.9745089,465.1675,36,7,58147.05,465.1675,37
0,0,6,91.42654,517.7132,30,6,64806.21,517.7132,31
0,0,9,101.7778,363.6037,30,9,45552.94,363.6037,31
0,0,9,216.8154,72.93573,37,9,9334.506,72.93573,38
0,0,9,93.64895,172.9531,31,9,21712.95,172.9531,32
0,0,8,126.4787,5.595115,52,8,826.4262,5.595115,53
0,0,8,133.5822,221.6277,38,8,27837.89,221.6277,39
0,0,6,106.306,483.5651,34,6,60552.8,483.5651,35
0,0,7,116.0094,56.09486,31,7,7128.195,56.09486,32
0,0,5,195.4405,96.16969,35,5,12217.21,96.16969,36
0,0,7,180.1199,531.0671,33,7,66564.18,531.0671,34
0,0,6,140.894,302.4131,31,6,37942.82,302.4131,32
0,0,10,1.020352,524.9152,23,10,65615.99,524.9152,24
0,0,7,30.52654,135.9988,22,7,17031.11,135.9988,23
0,0,7,172.4484,241.4801,45,7,30358.34,241.4801,46
0,0,12,243.8319,592.2966,36,12,74281.16,592.2966,37
0,0,9,113.9278,902.5923,44,9,112938,902.5923,45
0,0,6,251.4428,103.1934,40,6,13150.83,103.1934,41
0,0,7,172.5934,214.1214,36,7,26937.89,214.1214,37
0,0,9,213.3923,36.9956,45,9,4838.135,36.9956,46
0,0,5,128.7078,429.6381,32,5,53834.37,429.6381,33
0,0,5,165.2961,38.54316,33,5,4983.363,38.54316,34
0,0,8,43.99485,25.03904,36,8,3174.474,25.03904,37
0,0,8,45.48044,1252.339,35,8,156588.8,1252.339,36
0,0,9,9.482713,241.3147,47,9,30173.97,241.3147,48
0,0,8,133.1643,1112.959,33,8,139253.7,1112.959,34
0,0,10,170.6988,618.0362,32,10,77425.41,618.0362,33
0,0,9,25.32794,392.6848,34,9,49111.21,392.6848,35
0,0,4,183.4186,1484.174,34,4,185705.7,1484.174,35
0,0,9,44.10652,95.79492,35,9,12018.49,95.79492,36
0,0,11,9.727305,339.2743,37,11,42419.76,339.2743,38
0,0,7,199.3854,143.1351,40,7,18091.36,143.1351,41
0,0,11,241.4075,4.446363,36,11,797.7421,4.446363,37
0,0,7,235.7084,72.96642,38,7,9356.608,72.96642,39
0,0,12,53.09801,116.8089,41,12,14654.43,116.8089,42
0,0,8,207.7937,1506.89,39,8,188569.3,1506.89,40
0,0,11,227.5604,159.5848,40,11,20176.25,159.5848,41
0,0,8,153.5111,10.16347,36,8,1424.485,10.16347,37
0,0,7,80.15235,704.976,41,7,88202.31,704.976,42
0,0,9,207.415,8.36747,34,9,1254.209,8.36747,35
0,0,5,53.84324,412.9058,32,5,51667.67,412.9058,33
0,0,7,208.5125,1200.033,30,7,150213.3,1200.033,31
0,0,6,110.5143,307.1481,45,6,38505.02,307.1481,46
0,0,9,151.6949,441.5606,42,9,55347.13,441.5606,43
0,0,9,175.957,853.2036,32,9,106826.6,853.2036,33
0,0,6,185.0344,27.09993,37,6,3573.303,27.09993,38
0,0,8,256.6729,638.6039,36,8,80082.38,638.6039,37
0,0,7,23.02489,648.5155,37,7,81087.9,648.5155,38
0,0,10,138.4305,146.6529,28,10,18470.7,146.6529,29
0,0,7,176.3088,450.2102,43,7,56452.75,450.2102,44
0,0,5,165.6991,19.88056,32,5,2651.729,19.88056,33
0,0,10,96.79518,198.1739,29,10,24869.46,198.1739,30
0,0,9,140.1606,345.5155,43,9,43330.42,345.5155,44
0,0,10,225.1667,391.5477,24,10,49169.5,391.5477,25
