year,municipality_id,air_quality_regulation_year,particulate_matter
2004,1221,2002,-10.72809
2005,1221,2002,-37.89317
2006,1221,2002,63.03474
2007,1221,2002,46.16193
2008,1221,2002,9.661049
2009,1221,2002,56.51841
2010,1221,2002,14.43237
2011,1221,2002,41.00403
2012,1221,2002,44.13413
2003,1222,2002,25.11162
2004,1222,2002,-10.30737
2005,1222,2002,-44.45179
2006,1222,2002,51.3063
2007,1222,2002,52.53888
2008,1222,2002,10.40499
2009,1222,2002,61.6627
2010,1222,2002,18.59874
2011,1222,2002,46.25487
2012,1222,2002,34.69582
2003,1223,2002,28.3076
2004,1223,2002,-16.92236
2005,1223,2002,-44.59293
2006,1223,2002,56.79708
2007,1223,2002,53.23125
2008,1223,2002,19.54102
2009,1223,2002,61.54961
2010,1223,2002,13.41611
2011,1223,2002,45.53808
2012,1223,2002,27.7085
2003,1224,2002,31.52479
2004,1224,2002,-26.88789
2005,1224,2002,-35.26608
2006,1224,2002,44.4517
2007,1224,2002,58.70621
2008,1224,2002,3.449612
2009,1224,2002,53.37714
2010,1224,2002,21.65477
2011,1224,2002,43.51425
2012,1224,2002,42.91641
2003,1225,2002,33.69495
2004,1225,2002,-16.45153
2005,1225,2002,-50.7634
2006,1225,2002,71.37885
2007,1225,2002,68.53647
2008,1225,2002,4.776855
2009,1225,2002,48.0373
2010,1225,2002,25.09703
2011,1225,2002,42.07544
2012,1225,2002,30.48998
2003,1226,2002,28.47356
2004,1226,2002,-28.53212
2005,1226,2002,-35.79148
2006,1226,2002,56.22041
2007,1226,2002,51.44096
2008,1226,2002,4.726196
2009,1226,2002,57.89483
2010,1226,2002,17.62076
2011,1226,2002,42.6712
2012,1226,2002,32.89475
2003,1227,2002,28.7888
2004,1227,2002,-24.95856
2005,1227,2002,-40.5109
2006,1227,2002,63.79504
2007,1227,2002,49.41965
2008,1227,2002,2.454132
2009,1227,2002,53.85847
2010,1227,2002,17.47809
2011,1227,2002,54.57401
2012,1227,2002,39.24876
2003,1228,2002,32.64001
2004,1228,2002,-26.35611
2005,1228,2002,-57.9183
2006,1228,2002,57.52323
2007,1228,2002,52.08378
2008,1228,2002,24.47619
2009,1228,2002,70.88438
2010,1228,2002,17.90108
2011,1228,2002,26.60707
2012,1228,2002,43.1656
2003,1229,2002,39.42244
2004,1229,2002,-15.4824
2005,1229,2002,-48.39823
2006,1229,2002,66.46093
2007,1229,2002,56.33075
2008,1229,2002,10.39778
2009,1229,2002,65.34509
2010,1229,2002,20.56052
2011,1229,2002,39.3367
2012,1229,2002,36.76614
2003,1230,2002,31.75095
2004,1230,2002,-18.59924
2005,1230,2002,-49.8636
2006,1230,2002,55.91803
2007,1230,2002,66.43956
2008,1230,2002,3.950165
2009,1230,2002,70.01207
2010,1230,2002,20.54796
2011,1230,2002,42.63028
2012,1230,2002,37.43444
2003,1231,2002,30.46175
2004,1231,2002,-25.99231
2005,1231,2002,-40.38301
2006,1231,2002,63.88118
2007,1231,2002,56.44548
2008,1231,2002,13.06399
2009,1231,2002,55.94356
2010,1231,2002,8.558384
2011,1231,2002,38.65321
2012,1231,2002,42.73957
2003,1232,2002,35.44135
2004,1232,2002,-6.373085
2005,1232,2002,-34.4529
2006,1232,2002,70.55056
2007,1232,2002,62.83926
2008,1232,2002,19.77412
2009,1232,2002,53.04052
2010,1232,2002,18.35135
2011,1232,2002,57.2216
2012,1232,2002,27.99675
2003,1233,2002,15.28651
2004,1233,2002,-29.4263
2005,1233,2002,-39.91791
2006,1233,2002,71.75168
2007,1233,2002,62.42233
2008,1233,2002,19.1584
2009,1233,2002,66.82389
2010,1233,2002,28.39677
2011,1233,2002,51.65103
2012,1233,2002,25.44148
2003,1234,2002,31.0787
2004,1234,2002,-16.35839
2005,1234,2002,-45.08025
2006,1234,2002,56.62203
2007,1234,2002,53.54929
2008,1234,2002,18.40736
2009,1234,2002,44.03625
2010,1234,2002,14.68196
2011,1234,2002,42.74948
2012,1234,2002,25.04589
2003,1235,2002,49.25527
2004,1235,2002,-24.09109
2005,1235,2002,-48.16796
2006,1235,2002,64.49445
2007,1235,2002,61.99579
2008,1235,2002,21.26232
2009,1235,2002,59.03682
2010,1235,2002,28.27898
2011,1235,2002,48.38753
2012,1235,2002,35.9288
2003,1236,2002,30.09556
2004,1236,2002,-21.0298
2005,1236,2002,-61.285
2006,1236,2002,52.78654
2007,1236,2002,63.8334
2008,1236,2002,18.89088
2009,1236,2002,60.14396
2010,1236,2002,30.14426
2011,1236,2002,50.71169
2012,1236,2002,34.88298
2003,1237,2002,45.84241
2004,1237,2002,-31.31588
2005,1237,2002,-37.17872
2006,1237,2002,66.09013
2007,1237,2002,44.33364
2008,1237,2002,2.70327
2009,1237,2002,69.00798
2010,1237,2002,15.01683
2011,1237,2002,40.03781
2012,1237,2002,45.01842
2003,1238,2002,29.07453
2004,1238,2002,-26.52973
2005,1238,2002,-37.34615
2006,1238,2002,63.89807
2007,1238,2002,68.96304
2008,1238,2002,24.46721
2009,1238,2002,39.50368
2010,1238,2002,35.32996
2011,1238,2002,50.60114
2012,1238,2002,27.20567
2003,1239,2002,31.2599
2004,1239,2002,-36.10499
2005,1239,2002,-55.04346
2006,1239,2002,62.50865
2007,1239,2002,70.3446
2008,1239,2002,18.62358
2009,1239,2002,47.46417
2010,1239,2002,17.8175
2011,1239,2002,35.26436
2012,1239,2002,39.82954
2003,1240,2002,26.31402
2004,1240,2002,-19.73352
2005,1240,2002,-43.31744
2006,1240,2002,52.49707
2007,1240,2002,51.68946
2008,1240,2002,6.247253
2009,1240,2002,73.25824
2010,1240,2002,16.55378
2011,1240,2002,49.3791
2012,1240,2002,30.20084
2003,1241,2002,32.99963
2004,1241,2002,-32.4289
2005,1241,2002,-43.48207
2006,1241,2002,61.62688
2007,1241,2002,58.80254
2008,1241,2002,19.81373
2009,1241,2002,52.10152
2010,1241,2002,18.3964
2011,1241,2002,29.97832
2012,1241,2002,40.67379
2003,1242,2002,39.91195
2004,1242,2002,-27.06046
2005,1242,2002,-36.28532
2006,1242,2002,62.15406
2007,1242,2002,51.98179
2008,1242,2002,5.712196
2009,1242,2002,57.84875
2010,1242,2002,14.66151
2011,1242,2002,50.15903
2012,1242,2002,45.29425
2003,1243,2002,17.53028
2004,1243,2002,-16.6475
2005,1243,2002,-56.11413
2006,1243,2002,57.9155
2007,1243,2002,60.43209
2008,1243,2002,18.06702
2009,1243,2002,43.86633
2010,1243,2002,7.049076
2011,1243,2002,45.71104
2012,1243,2002,64.58401
2003,1244,2002,21.93218
2004,1244,2002,-8.18251
2005,1244,2002,-60.82632
2006,1244,2002,59.90936
2007,1244,2002,52.30551
2008,1244,2002,17.8738
2009,1244,2002,65.51675
2010,1244,2002,17.09016
2011,1244,2002,48.93603
2012,1244,2002,43.97143
2003,1245,2002,40.5217
2004,1245,2002,-24.81159
2005,1245,2002,-36.33037
2006,1245,2002,70.50037
2007,1245,2002,66.39903
2008,1245,2002,10.23693
2009,1245,2002,51.50159
2010,1245,2002,20.85037
2011,1245,2002,39.16006
2012,1245,2002,32.09056
2003,1246,2002,35.82767
2004,1246,2002,-19.92634
2005,1246,2002,-31.6148
2006,1246,2002,77.59959
2007,1246,2002,54.90014
2008,1246,2002,16.28188
2009,1246,2002,48.91141
2010,1246,2002,11.43483
2011,1246,2002,39.78716
2012,1246,2002,37.13471
2003,1247,2002,32.58731
2004,1247,2002,-21.46806
2005,1247,2002,-43.58534
2006,1247,2002,57.45853
2007,1247,2002,57.93916
2008,1247,2002,5.665035
2009,1247,2002,53.58446
2010,1247,2002,16.23664
2011,1247,2002,51.09534
2012,1247,2002,26.77308
2003,1248,2002,26.45755
2004,1248,2002,-23.29063
2005,1248,2002,-50.44188
2006,1248,2002,66.77267
2007,1248,2002,50.42651
2008,1248,2002,11.79897
2009,1248,2002,58.40141
2010,1248,2002,17.77659
2011,1248,2002,39.30047
2012,1248,2002,40.84795
2003,1249,2002,17.97186
2004,1249,2002,-30.75807
2005,1249,2002,-50.20386
2006,1249,2002,69.59751
2007,1249,2002,62.39458
2008,1249,2002,18.48166
2009,1249,2002,53.11328
2010,1249,2002,29.94738
2011,1249,2002,44.20345
2012,1249,2002,41.60557
2003,1250,2002,22.60419
2004,1250,2002,-14.75639
2005,1250,2002,-32.73662
2006,1250,2002,53.60719
2007,1250,2002,58.11694
2008,1250,2002,24.50796
2009,1250,2002,55.26545
2010,1250,2002,20.72841
2011,1250,2002,40.4401
2012,1250,2002,45.57243
2003,1251,2002,35.76727
2004,1251,2002,-17.4875
2005,1251,2002,-47.47863
2006,1251,2002,62.04623
2007,1251,2002,62.73212
2008,1251,2002,19.62958
2009,1251,2002,73.93629
2010,1251,2002,15.64198
2011,1251,2002,45.34167
2012,1251,2002,31.826
2003,1252,2002,51.0483
2004,1252,2002,-19.79552
2005,1252,2002,-49.15552
2006,1252,2002,66.7465
2007,1252,2002,60.00066
2008,1252,2002,11.14826
2009,1252,2002,49.80003
2010,1252,2002,23.80318
2011,1252,2002,39.04436
2012,1252,2002,48.29723
2003,1253,2002,33.70612
2004,1253,2002,-29.57431
2005,1253,2002,-37.55808
2006,1253,2002,81.25078
2007,1253,2002,50.49978
2008,1253,2002,19.94727
2009,1253,2002,60.54356
2010,1253,2002,17.90096
2011,1253,2002,47.38287
2012,1253,2002,37.16773
2003,1254,2002,22.20478
2004,1254,2002,-17.49426
2005,1254,2002,-43.5237
2006,1254,2002,65.52219
2007,1254,2002,56.30081
2008,1254,2002,14.53522
2009,1254,2002,38.02661
2010,1254,2002,21.03178
2011,1254,2002,42.879
2012,1254,2002,36.5479
2003,1255,2002,23.93505
2004,1255,2002,-18.58026
2005,1255,2002,-38.05811
2006,1255,2002,64.79623
2007,1255,2002,63.95589
2008,1255,2002,10.6951
2009,1255,2002,45.99851
2010,1255,2002,5.776443
2011,1255,2002,39.15646
2012,1255,2002,43.55946
2003,1256,2002,29.05708
2004,1256,2002,-17.5515
2005,1256,2002,-48.14859
2006,1256,2002,50.19407
2007,1256,2002,63.66008
2008,1256,2002,18.48013
2009,1256,2002,40.24443
2010,1256,2002,24.63667
2011,1256,2002,47.29618
2012,1256,2002,42.53146
2003,1257,2002,39.86068
2004,1257,2002,-24.70372
2005,1257,2002,-43.71719
2006,1257,2002,61.72424
2007,1257,2002,40.22754
2008,1257,2002,19.00734
2009,1257,2002,48.69365
2010,1257,2002,3.131542
2011,1257,2002,53.43253
2012,1257,2002,35.61255
2003,1258,2002,30.92838
2004,1258,2002,-31.81289
2005,1258,2002,-42.24909
2006,1258,2002,58.96815
2007,1258,2002,63.67741
2008,1258,2002,15.7216
2009,1258,2002,47.78448
2010,1258,2002,15.97043
2011,1258,2002,56.47026
2012,1258,2002,27.65225
2003,1259,2002,34.75301
2004,1259,2002,-10.68111
2005,1259,2002,-39.13247
2006,1259,2002,61.67809
2007,1259,2002,48.5411
2008,1259,2002,12.13834
2009,1259,2002,61.77115
2010,1259,2002,14.83055
2011,1259,2002,41.13527
2012,1259,2002,36.38114
2003,1260,2002,32.10118
2004,1260,2002,-16.96217
2005,1260,2002,-35.11034
2006,1260,2002,63.81311
2007,1260,2002,56.21876
2008,1260,2002,6.176399
2009,1260,2002,44.49887
2010,1260,2002,25.24253
2011,1260,2002,36.72835
2012,1260,2002,45.54213
2003,1261,2002,23.63018
2004,1261,2002,-4.916855
2005,1261,2002,-40.16961
2006,1261,2002,64.31561
2007,1261,2002,59.12952
2008,1261,2002,11.99546
2009,1261,2002,53.36958
2010,1261,2002,10.87383
2011,1261,2002,44.2382
2012,1261,2002,47.60426
2003,1262,2002,38.28634
2004,1262,2002,-26.62727
2005,1262,2002,-40.44161
2006,1262,2002,62.88223
2007,1262,2002,52.07301
2008,1262,2002,10.98442
2009,1262,2002,61.14291
2010,1262,2002,17.26427
2011,1262,2002,41.92951
2012,1262,2002,53.30713
2003,1263,2002,29.55455
2004,1263,2002,-10.04875
2005,1263,2002,-43.80726
2006,1263,2002,73.39468
2007,1263,2002,60.23263
2008,1263,2002,24.68761
2009,1263,2002,67.19022
2010,1263,2002,24.57629
2011,1263,2002,36.29574
2012,1263,2002,47.67623
2003,1264,2002,36.70271
2004,1264,2002,-24.31883
2005,1264,2002,-44.67095
2006,1264,2002,54.17674
2007,1264,2002,66.11525
2008,1264,2002,30.36665
2009,1264,2002,64.80349
2010,1264,2002,24.03439
2011,1264,2002,44.09807
2012,1264,2002,36.1297
2003,1265,2002,49.43723
2004,1265,2002,-27.02496
2005,1265,2002,-46.07649
2006,1265,2002,69.10651
2007,1265,2002,52.61122
2008,1265,2002,22.61169
2009,1265,2002,61.53698
2010,1265,2002,11.04848
2011,1265,2002,42.98195
2012,1265,2002,34.34795
2003,1266,2002,23.2235
2004,1266,2002,-20.75303
2005,1266,2002,-44.92696
2006,1266,2002,54.93515
2007,1266,2002,54.03965
2008,1266,2002,24.08389
2009,1266,2002,45.69316
2010,1266,2002,20.20564
2011,1266,2002,52.70469
2012,1266,2002,27.30922
2003,1267,2002,28.63032
2004,1267,2002,-24.2919
2005,1267,2002,-40.99405
2006,1267,2002,55.88892
2007,1267,2002,44.06965
2008,1267,2002,26.97455
2009,1267,2002,61.56728
2010,1267,2002,11.67496
2011,1267,2002,41.95148
2012,1267,2002,29.56623
2003,1268,2002,41.976
2004,1268,2002,-24.33753
2005,1268,2002,-44.73133
2006,1268,2002,66.12299
2007,1268,2002,41.20852
2008,1268,2002,9.629642
2009,1268,2002,62.30336
2010,1268,2002,25.32709
2011,1268,2002,53.35915
2012,1268,2002,30.99806
2003,1269,2002,30.65335
2004,1269,2002,-21.42259
2005,1269,2002,-47.84322
2006,1269,2002,66.29277
2007,1269,2002,60.68526
2008,1269,2002,13.73926
2009,1269,2002,45.41285
2010,1269,2002,22.57093
2011,1269,2002,48.47933
2012,1269,2002,26.82336
2003,1270,2002,18.56888
2004,1270,2002,-17.68509
2005,1270,2002,-43.58812
2006,1270,2002,67.47778
2007,1270,2002,46.57653
2008,1270,2002,18.68887
2009,1270,2002,62.39909
2010,1270,2002,8.87719
2011,1270,2002,46.9309
2012,1270,2002,34.92161
2003,1271,2002,37.72249
2004,1271,2002,-24.51431
2005,1271,2002,-43.02759
2006,1271,2002,67.65952
2007,1271,2002,66.82507
2008,1271,2002,15.98347
2009,1271,2002,68.94538
2010,1271,2002,27.27834
2011,1271,2002,51.26916
2012,1271,2002,48.72425
2003,1272,2002,32.21317
2004,1272,2002,-15.8005
2005,1272,2002,-38.15213
2006,1272,2002,55.16492
2007,1272,2002,51.83849
2008,1272,2002,25.95193
2009,1272,2002,44.22858
2010,1272,2002,23.09237
2011,1272,2002,51.95916
2012,1272,2002,32.38555
2003,1273,2002,44.34541
2004,1273,2002,-29.69655
2005,1273,2002,-44.92673
2006,1273,2002,60.96926
2007,1273,2002,59.42057
2008,1273,2002,11.20947
2009,1273,2002,47.66776
2010,1273,2002,21.9178
2011,1273,2002,63.66057
2012,1273,2002,40.12622
2003,1274,2002,25.71316
2004,1274,2002,-40.93327
2005,1274,2002,-54.88132
2006,1274,2002,67.17175
2007,1274,2002,61.76255
2008,1274,2002,15.03531
2009,1274,2002,58.53478
2010,1274,2002,24.35899
2011,1274,2002,32.25902
2012,1274,2002,53.00124
2003,1275,2002,33.55186
2004,1275,2002,-21.36681
2005,1275,2002,-55.80762
2006,1275,2002,58.05318
2007,1275,2002,50.96535
2008,1275,2002,7.812935
2009,1275,2002,59.5534
2010,1275,2002,29.65302
2011,1275,2002,43.00496
2012,1275,2002,34.03398
2003,1276,2002,29.26913
2004,1276,2002,-23.6345
2005,1276,2002,-45.57494
2006,1276,2002,41.33606
2007,1276,2002,59.58371
2008,1276,2002,23.00509
2009,1276,2002,59.18705
2010,1276,2002,26.9951
2011,1276,2002,58.66452
2012,1276,2002,44.59819
2003,1277,2002,36.06142
2004,1277,2002,-17.04938
2005,1277,2002,-43.79691
2006,1277,2002,53.7701
2007,1277,2002,49.6177
2008,1277,2002,20.25012
2009,1277,2002,49.13535
2010,1277,2002,15.31717
2011,1277,2002,43.39502
2012,1277,2002,41.66335
2003,1278,2002,31.6332
2004,1278,2002,-22.0527
2005,1278,2002,-41.79735
2006,1278,2002,67.76469
2007,1278,2002,63.72234
2008,1278,2002,14.94732
2009,1278,2002,55.86082
2010,1278,2002,21.5431
2011,1278,2002,37.26861
2012,1278,2002,21.02995
2003,1279,2002,28.3539
2004,1279,2002,-34.61889
2005,1279,2002,-39.53584
2006,1279,2002,62.17304
2007,1279,2002,56.0291
2008,1279,2002,9.509838
2009,1279,2002,48.11369
2010,1279,2002,18.59703
2011,1279,2002,53.11383
2012,1279,2002,37.16335
2003,1280,2002,38.11459
2004,1280,2002,-19.41733
2005,1280,2002,-36.58228
2006,1280,2002,52.91631
2007,1280,2002,53.45313
2008,1280,2002,12.23575
2009,1280,2002,44.78589
2010,1280,2002,21.17326
2011,1280,2002,49.46523
2012,1280,2002,42.36672
2003,1281,2002,32.98048
2004,1281,2002,-18.12281
2005,1281,2002,-44.71259
2006,1281,2002,71.73739
2007,1281,2002,61.18676
2008,1281,2002,10.83586
2009,1281,2002,59.49184
2010,1281,2002,15.19372
2011,1281,2002,44.33163
2012,1281,2002,45.63722
2003,1282,2002,37.93739
2004,1282,2002,-22.60295
2005,1282,2002,-34.17442
2006,1282,2002,65.613
2007,1282,2002,51.03348
2008,1282,2002,26.77877
2009,1282,2002,57.5084
2010,1282,2002,31.49764
2011,1282,2002,58.78288
2012,1282,2002,36.49426
2003,1283,2002,28.08916
2004,1283,2002,-26.417
2005,1283,2002,-42.97491
2006,1283,2002,56.86895
2007,1283,2002,57.95687
2008,1283,2002,11.83904
2009,1283,2002,69.47116
2010,1283,2002,27.04588
2011,1283,2002,47.86639
2012,1283,2002,60.66927
2003,1284,2002,25.47984
2004,1284,2002,-17.56023
2005,1284,2002,-20.34194
2006,1284,2002,66.4381
2007,1284,2002,36.50179
2008,1284,2002,10.56984
2009,1284,2002,53.85071
2010,1284,2002,27.10409
2011,1284,2002,43.16309
2012,1284,2002,47.34766
2003,1285,2002,30.81927
2004,1285,2002,-26.99361
2005,1285,2002,-44.8635
2006,1285,2002,71.87745
2007,1285,2002,72.37277
2008,1285,2002,16.04664
2009,1285,2002,59.23967
2010,1285,2002,15.69662
2011,1285,2002,31.96883
2012,1285,2002,27.67664
2003,1286,2002,26.55927
2004,1286,2002,-27.04658
2005,1286,2002,-48.4357
2006,1286,2002,53.99526
2007,1286,2002,70.13218
2008,1286,2002,5.970921
2009,1286,2002,57.42876
2010,1286,2002,7.85981
2011,1286,2002,51.82101
2012,1286,2002,30.22346
2003,1287,2002,30.90567
2004,1287,2002,-15.9567
2005,1287,2002,-40.25361
2006,1287,2002,66.23764
2007,1287,2002,62.69369
2008,1287,2002,7.116402
2009,1287,2002,62.24773
2010,1287,2002,17.23953
2011,1287,2002,47.87283
2012,1287,2002,37.82915
2003,1288,2002,13.06534
2004,1288,2002,-24.83513
2005,1288,2002,-47.31882
2006,1288,2002,59.94279
2007,1288,2002,50.49287
2008,1288,2002,21.74794
2009,1288,2002,57.82292
2010,1288,2002,28.38859
2011,1288,2002,52.24461
2012,1288,2002,33.83829
2003,1289,2002,40.12254
2004,1289,2002,-19.17376
2005,1289,2002,-25.78228
2006,1289,2002,72.44667
2007,1289,2002,62.06921
2008,1289,2002,18.5474
2009,1289,2002,67.21727
2010,1289,2002,16.38248
2011,1289,2002,45.10152
2012,1289,2002,35.68452
2003,1290,2002,19.51898
2004,1290,2002,-19.3239
2005,1290,2002,-41.55357
2006,1290,2002,61.27245
2007,1290,2002,64.21877
2008,1290,2002,10.02632
2009,1290,2002,65.53565
2010,1290,2002,24.37007
2011,1290,2002,39.27046
2012,1290,2002,36.25394
2003,1291,2002,27.11726
2004,1291,2002,-31.96331
2005,1291,2002,-60.19064
2006,1291,2002,54.48111
2007,1291,2002,66.02625
2008,1291,2002,8.558468
2009,1291,2002,55.1886
2010,1291,2002,30.7859
2011,1291,2002,48.57932
2012,1291,2002,36.38447
2003,1292,2002,33.9561
2004,1292,2002,-6.494221
2005,1292,2002,-46.2809
2006,1292,2002,55.19782
2007,1292,2002,49.43943
2008,1292,2002,21.26723
2009,1292,2002,54.544
2010,1292,2002,23.72041
2011,1292,2002,36.91859
2012,1292,2002,39.45274
2003,1293,2002,34.08752
2004,1293,2002,-21.75762
2005,1293,2002,-38.53783
2006,1293,2002,53.18715
2007,1293,2002,59.32293
2008,1293,2002,11.73262
2009,1293,2002,67.77179
2010,1293,2002,20.79347
2011,1293,2002,36.49252
2012,1293,2002,33.93816
2003,1294,2002,27.86768
2004,1294,2002,-30.07694
2005,1294,2002,-47.91624
2006,1294,2002,74.05027
2007,1294,2002,48.16701
2008,1294,2002,29.4542
2009,1294,2002,44.6601
2010,1294,2002,20.39021
2011,1294,2002,41.71432
2012,1294,2002,31.09915
2003,1295,2002,37.082
2004,1295,2002,-18.0345
2005,1295,2002,-49.53291
2006,1295,2002,77.83799
2007,1295,2002,58.89146
2008,1295,2002,22.89326
2009,1295,2002,64.63276
2010,1295,2002,15.88867
2011,1295,2002,49.91934
2012,1295,2002,51.60491
2003,1296,2002,34.1039
2004,1296,2002,-10.51841
2005,1296,2002,-40.67053
2006,1296,2002,60.64899
2007,1296,2002,54.37881
2008,1296,2002,15.60295
2009,1296,2002,65.36393
2010,1296,2002,6.577099
2011,1296,2002,54.0293
2012,1296,2002,30.29992
2003,1297,2002,38.02822
2004,1297,2002,-30.39301
2005,1297,2002,-34.11182
2006,1297,2002,59.01962
2007,1297,2002,62.33626
2008,1297,2002,13.4653
2009,1297,2002,56.06262
2010,1297,2002,35.60669
2011,1297,2002,55.919
2012,1297,2002,48.58777
2003,1298,2002,45.65033
2004,1298,2002,-17.11372
2005,1298,2002,-44.55901
2006,1298,2002,71.34485
2007,1298,2002,66.35643
2008,1298,2002,13.67863
2009,1298,2002,52.71352
2010,1298,2002,22.94852
2011,1298,2002,51.9537
2012,1298,2002,39.31577
2003,1299,2002,30.26791
2004,1299,2002,-23.69876
2005,1299,2002,-46.60637
2006,1299,2002,55.90889
2007,1299,2002,62.53693
2008,1299,2002,30.55506
2009,1299,2002,60.70961
2010,1299,2002,19.42995
2011,1299,2002,45.39426
2012,1299,2002,32.57708
2003,1300,2002,40.1922
2004,1300,2002,-27.34919
2005,1300,2002,-37.87536
2006,1300,2002,62.60245
2007,1300,2002,51.69071
2008,1300,2002,22.47216
2009,1300,2002,60.80153
2010,1300,2002,30.97425
2011,1300,2002,49.2753
2012,1300,2002,35.15467
2003,1301,2002,23.35029
2004,1301,2002,-12.89478
2005,1301,2002,-35.51858
2006,1301,2002,63.08527
2007,1301,2002,52.73948
2008,1301,2002,15.92458
2009,1301,2002,52.39654
2010,1301,2002,19.90535
2011,1301,2002,42.30426
2012,1301,2002,50.10301
2003,1302,2002,37.4757
2004,1302,2002,-20.22824
2005,1302,2002,-40.46379
2006,1302,2002,70.27538
2007,1302,2002,63.86229
2008,1302,2002,15.33331
2009,1302,2002,62.41672
2010,1302,2002,31.58523
2011,1302,2002,55.34336
2012,1302,2002,38.20032
2003,1303,2002,42.82423
2004,1303,2002,-23.3954
2005,1303,2002,-40.61736
2006,1303,2002,73.71549
2007,1303,2002,59.50977
2008,1303,2002,8.928349
2009,1303,2002,51.98289
2010,1303,2002,23.06871
2011,1303,2002,47.49539
2012,1303,2002,39.27097
2003,1304,2002,34.90253
2004,1304,2002,-21.77499
2005,1304,2002,-33.45288
2006,1304,2002,60.1832
2007,1304,2002,59.90748
2008,1304,2002,13.3606
2009,1304,2002,61.95254
2010,1304,2002,25.07552
2011,1304,2002,34.92963
2012,1304,2002,40.31694
2003,1305,2002,23.74952
2004,1305,2002,-15.15991
2005,1305,2002,-50.94677
2006,1305,2002,57.07127
2007,1305,2002,51.7776
2008,1305,2002,9.344772
2009,1305,2002,50.60187
2010,1305,2002,16.11071
2011,1305,2002,38.87304
2012,1305,2002,36.73544
2003,1306,2002,20.34287
2004,1306,2002,-19.22205
2005,1306,2002,-49.36434
2006,1306,2002,61.83097
2007,1306,2002,54.41101
2008,1306,2002,9.0592
2009,1306,2002,59.15311
2010,1306,2002,23.86723
2011,1306,2002,38.10998
2012,1306,2002,39.06598
2003,1307,2002,24.67232
2004,1307,2002,-34.47818
2005,1307,2002,-52.67657
2006,1307,2002,59.6645
2007,1307,2002,51.80033
2008,1307,2002,7.250687
2009,1307,2002,52.44878
2010,1307,2002,14.78604
2011,1307,2002,39.65266
2012,1307,2002,47.0079
2003,1308,2002,45.45307
2004,1308,2002,-26.67064
2005,1308,2002,-35.25169
2006,1308,2002,54.10246
2007,1308,2002,53.65104
2008,1308,2002,9.150921
2009,1308,2002,75.09476
2010,1308,2002,11.48189
2011,1308,2002,47.92683
2012,1308,2002,36.11301
2003,1309,2002,29.67855
2004,1309,2002,-36.20461
2005,1309,2002,-47.28118
2006,1309,2002,62.36003
2007,1309,2002,51.62978
2008,1309,2002,15.72741
2009,1309,2002,45.23778
2010,1309,2002,22.54143
2011,1309,2002,43.42937
2012,1309,2002,35.85658
2003,1310,2002,38.4045
2004,1310,2002,-23.27249
2005,1310,2002,-36.84385
2006,1310,2002,61.17243
2007,1310,2002,48.05422
2008,1310,2002,12.41844
2009,1310,2002,65.17905
2010,1310,2002,29.46005
2011,1310,2002,49.15257
2012,1310,2002,42.08866
2003,1311,2002,26.04346
2004,1311,2002,-9.615192
2005,1311,2002,-39.98177
2006,1311,2002,69.39983
2007,1311,2002,54.65273
2008,1311,2002,23.6894
2009,1311,2002,64.34486
2010,1311,2002,22.92386
2011,1311,2002,57.83287
2012,1311,2002,40.68551
2003,1312,2002,39.86044
2004,1312,2002,-12.73076
2005,1312,2002,-46.48476
2006,1312,2002,71.84035
2007,1312,2002,52.49263
2008,1312,2002,8.454224
2009,1312,2002,56.31545
2010,1312,2002,10.62624
2011,1312,2002,46.54079
2012,1312,2002,42.30152
2003,1313,2002,37.67155
2004,1313,2002,-19.2758
2005,1313,2002,-37.28966
2006,1313,2002,61.81738
2007,1313,2002,50.50854
2008,1313,2002,19.96624
2009,1313,2002,57.21171
2010,1313,2002,21.90862
2011,1313,2002,59.63454
2012,1313,2002,54.72222
2003,1314,2002,31.69869
2004,1314,2002,-23.5304
2005,1314,2002,-41.12294
2006,1314,2002,50.85743
2007,1314,2002,56.65668
2008,1314,2002,27.69733
2009,1314,2002,49.79066
2010,1314,2002,24.27281
2011,1314,2002,40.49478
2012,1314,2002,24.21129
2003,1315,2002,32.19521
2004,1315,2002,-18.02832
2005,1315,2002,-51.32834
2006,1315,2002,59.97398
2007,1315,2002,54.23173
2008,1315,2002,10.87287
2009,1315,2002,56.59987
2010,1315,2002,24.16847
2011,1315,2002,51.46297
2012,1315,2002,40.61887
2003,1316,2002,27.36246
2004,1316,2002,-22.03228
2005,1316,2002,-45.35291
2006,1316,2002,64.69658
2007,1316,2002,62.05943
2008,1316,2002,16.28637
2009,1316,2002,45.06494
2010,1316,2002,15.95276
2011,1316,2002,54.54037
2012,1316,2002,40.88433
2003,1317,2002,48.28346
2004,1317,2002,-20.59063
2005,1317,2002,-47.80664
2006,1317,2002,73.77587
2007,1317,2002,47.43117
2008,1317,2002,9.007683
2009,1317,2002,58.73073
2010,1317,2002,13.78958
2011,1317,2002,42.7874
2012,1317,2002,34.15295
2003,1318,2002,39.39351
2004,1318,2002,-17.54838
2005,1318,2002,-41.96045
2006,1318,2002,58.45956
2007,1318,2002,59.82722
2008,1318,2002,21.76798
2009,1318,2002,51.12318
2010,1318,2002,26.62763
2011,1318,2002,38.10425
2012,1318,2002,41.14852
2003,1319,2002,23.27617
2004,1319,2002,-31.53532
2005,1319,2002,-42.40676
2006,1319,2002,52.61171
2007,1319,2002,42.77333
